1543860578.000000, IBI
16.141364,0.656280
16.782018,0.640654
17.422673,0.640654
21.922879,0.625029
22.579159,0.656280
23.235439,0.656280
27.845025,0.671906
28.516930,0.671906
29.266965,0.750034
29.970122,0.703157
30.642028,0.671906
31.313933,0.671906
32.001465,0.687531
32.735873,0.734409
33.501534,0.765660
34.204691,0.703157
34.876596,0.671906
40.486228,0.687531
41.173760,0.687531
41.814414,0.640654
45.845849,0.640654
46.502129,0.656280
47.158409,0.656280
50.830452,0.625029
51.439855,0.609403
52.018006,0.578151
52.721163,0.703157
53.377443,0.656280
54.018098,0.640654
54.643126,0.625029
55.236903,0.593777
55.861932,0.625029
56.565089,0.703157
57.393252,0.828163
58.127661,0.734409
58.815192,0.687531
59.518349,0.703157
60.205881,0.687531
61.080921,0.875040
61.768452,0.687531
62.424732,0.656280
63.081012,0.656280
63.752918,0.671906
64.440450,0.687531
65.127981,0.687531
65.799887,0.671906
66.440541,0.640654
67.112447,0.671906
67.878107,0.765660
68.706270,0.828163
69.393801,0.687531
70.112584,0.718783
70.831367,0.718783
71.565776,0.734409
72.268933,0.703157
72.909587,0.640654
73.597119,0.687531
74.237773,0.640654
74.909679,0.671906
75.581585,0.671906
111.239467,0.796911
111.880121,0.640654
112.692658,0.812537
113.427067,0.734409
120.896159,0.703157
121.583690,0.687531
122.302473,0.718783
123.021256,0.718783
130.615354,0.703157
131.365388,0.750034
132.224802,0.859414
132.990463,0.765660
133.771748,0.781286
134.537408,0.765660
140.209543,0.734409
140.959577,0.750034
141.647109,0.687531
142.365892,0.718783
143.100300,0.734409
143.865960,0.765660
159.101033,0.781286
159.804190,0.703157
160.491721,0.687531
161.210504,0.718783
161.991790,0.781286
162.804327,0.812537
163.569987,0.765660
164.304396,0.734409
168.101445,0.750034
168.867105,0.765660
169.664016,0.796911
170.492179,0.828163
171.273465,0.781286
172.007874,0.734409
172.804785,0.796911
173.570445,0.765660
174.320479,0.750034
175.054888,0.734409
175.836174,0.781286
176.648711,0.812537
177.351868,0.703157
178.117528,0.765660
178.867563,0.750034
179.586345,0.718783
180.320754,0.734409
181.070788,0.750034
186.039766,0.812537
186.836677,0.796911
201.321715,0.734409
202.134253,0.812537
202.931164,0.796911
211.384676,0.734409
218.744388,0.687531
219.525674,0.781286
220.306959,0.781286
220.978865,0.671906
221.775777,0.796911
232.104374,0.703157
232.791906,0.687531
233.573192,0.781286
237.073352,0.718783
237.839012,0.765660
244.417438,0.750034
264.793371,0.640654
265.527779,0.734409
278.684632,0.765660
279.403414,0.718783
280.137823,0.734409
280.809729,0.671906
281.716020,0.906291
285.138052,0.750034
285.903712,0.765660
286.669372,0.765660
287.372529,0.703157
288.122564,0.750034
288.903849,0.781286
289.732012,0.828163
290.482047,0.750034
291.232081,0.750034
291.825858,0.593777
292.560267,0.734409
293.325927,0.765660
294.169715,0.843789
294.919750,0.750034
295.763538,0.843789
296.576076,0.812537
297.404238,0.828163
298.201150,0.796911
298.998061,0.796911
299.716844,0.718783
318.483328,0.781286
319.280240,0.796911
319.936520,0.656280
320.858437,0.921917
324.171089,0.718783
324.874246,0.703157
325.624280,0.750034
326.280560,0.656280
327.014969,0.734409
327.780629,0.765660
328.515038,0.734409
329.218195,0.703157
329.921352,0.703157
330.624509,0.703157
338.515495,0.656280
379.704880,0.703157
382.751895,0.656280
383.564432,0.812537
389.970975,0.750034
415.612774,0.781286
416.409686,0.796911
417.159720,0.750034
417.972257,0.812537
418.784794,0.812537
419.472326,0.687531
420.253612,0.781286
420.972394,0.718783
421.691177,0.718783
422.472463,0.781286
423.175620,0.703157
423.925655,0.750034
424.722566,0.796911
425.503852,0.781286
426.316389,0.812537
427.035172,0.718783
427.816458,0.781286
428.550866,0.734409
429.254024,0.703157
429.988432,0.734409
430.722841,0.734409
431.472875,0.750034
432.176032,0.703157
432.957318,0.781286
433.785481,0.828163
434.551141,0.765660
435.254298,0.703157
436.004333,0.750034
436.723115,0.718783
437.457524,0.734409
438.129430,0.671906
438.832587,0.703157
439.535744,0.703157
440.270153,0.734409
440.973310,0.703157
441.660841,0.687531
442.395250,0.734409
443.098407,0.703157
443.770313,0.671906
444.457844,0.687531
445.145376,0.687531
445.848533,0.703157
446.520439,0.671906
447.161093,0.640654
447.817373,0.656280
448.489279,0.671906
449.161185,0.671906
449.817465,0.656280
450.458119,0.640654
451.083148,0.625029
451.723802,0.640654
452.411334,0.687531
453.051988,0.640654
453.692642,0.640654
454.333297,0.640654
455.114582,0.781286
455.895868,0.781286
456.614651,0.718783
457.302182,0.687531
461.646131,0.703157
462.349288,0.703157
468.255809,0.718783
469.037095,0.781286
469.755877,0.718783
470.474660,0.718783
471.146566,0.671906
471.896600,0.750034
472.568506,0.671906
473.381043,0.812537
474.099826,0.718783
474.787358,0.687531
475.615521,0.828163
483.365875,0.656280
484.069033,0.703157
484.725313,0.656280
490.053682,0.859414
490.975599,0.921917
491.913142,0.937543
492.819433,0.906291
493.663222,0.843789
494.475759,0.812537
495.319548,0.843789
496.163336,0.843789
497.007125,0.843789
497.804036,0.796911
498.569696,0.765660
499.382234,0.812537
500.241648,0.859414
501.101062,0.859414
501.882348,0.781286
507.460728,0.968794
508.367020,0.906291
509.210809,0.843789
510.163977,0.953169
511.101520,0.937543
512.007812,0.906291
512.882852,0.875040
513.679763,0.796911
514.492300,0.812537
515.336089,0.843789
516.242380,0.906291
517.148672,0.906291
517.929958,0.781286
518.773746,0.843789
519.617535,0.843789
520.476949,0.859414
521.226984,0.750034
521.977018,0.750034
522.727052,0.750034
523.367707,0.640654
524.102115,0.734409
524.820898,0.718783
525.539681,0.718783
526.305341,0.765660
527.055375,0.750034
527.774158,0.718783
528.539818,0.765660
529.274227,0.734409
534.071321,0.687531
534.680724,0.609403
535.305753,0.625029
535.946407,0.640654
536.618313,0.671906
537.305845,0.687531
537.977750,0.671906
538.665282,0.687531
539.305936,0.640654
539.946590,0.640654
540.665373,0.718783
541.462285,0.796911
542.290448,0.828163
543.009231,0.718783
543.774891,0.765660
544.509299,0.734409
545.212456,0.703157
545.946865,0.734409
546.696899,0.750034
547.493811,0.796911
548.228220,0.734409
548.962628,0.734409
549.712662,0.750034
550.478323,0.765660
551.197105,0.718783
551.994017,0.796911
552.806554,0.812537
553.587840,0.781286
554.322248,0.734409
555.009780,0.687531
555.728563,0.718783
556.509849,0.781286
557.275509,0.765660
557.931789,0.656280
558.650572,0.718783
571.244898,0.859414
572.104312,0.859414
573.041855,0.937543
573.854393,0.812537
574.745058,0.890666
575.838858,1.093800
576.620144,0.781286
577.463933,0.843789
578.323347,0.859414
585.167410,0.875040
585.933070,0.765660
586.683105,0.750034
587.526893,0.843789
588.401933,0.875040
589.198845,0.796911
589.995756,0.796911
590.870796,0.875040
591.698959,0.828163
592.573999,0.875040
593.292782,0.718783
594.058442,0.765660
594.808477,0.750034
595.574137,0.765660
596.292920,0.718783
596.996077,0.703157
597.761737,0.765660
598.574274,0.812537
599.324308,0.750034
600.074343,0.750034
600.918131,0.843789
601.746294,0.828163
602.511954,0.765660
603.340117,0.828163
604.168280,0.828163
604.996443,0.828163
605.762103,0.765660
612.481161,0.703157
613.246821,0.765660
613.996855,0.750034
631.841422,0.812537
632.622708,0.781286
633.372742,0.750034
634.122776,0.750034
634.872811,0.750034
635.638471,0.765660
636.388505,0.750034
637.169791,0.781286
637.966702,0.796911
638.685485,0.718783
639.466771,0.781286
640.216805,0.750034
640.998091,0.781286
641.732500,0.734409
642.404405,0.671906
643.107563,0.703157
643.888848,0.781286
644.717011,0.828163
645.560800,0.843789
646.342086,0.781286
647.123371,0.781286
647.889031,0.765660
648.670317,0.781286
649.435977,0.765660
650.154760,0.718783
650.873543,0.718783
651.639203,0.765660
652.404863,0.765660
653.170523,0.765660
653.873680,0.703157
654.670592,0.796911
655.436252,0.765660
656.170660,0.734409
656.858192,0.687531
657.655103,0.796911
658.405138,0.750034
