,hrv_min,hrv_pct_95,hrv_max,hrv_svd_entropy,hrv_std,hrv_skewness,hrv_pct_5,hrv_iqr_5_95,hrv_iqr,hrv_n_below_mean,hrv_n_above_mean,hrv_entropy,hrv_kurtosis,hrv_sum,hrv_n_sign_changes,hrv_energy,hrv_ptp,hrv_rms,hrv_peaks,hrv_mean,hrv_perm_entropy,hrv_lineintegral
0,-0.021069518716577508 +/- 0.0010202558303924571,-0.004278074866310111 +/- 0.0011957582767378701,-0.013048128342245946 +/- 0.0016774745605730504,-0.020427807486630978 +/- 0.0019546167788766816,-0.01513368983957213 +/- 0.0023315753322557878,5.3475935828917186e-05 +/- 0.0010272391824758611,-0.023155080213903702 +/- 0.002166270492035192,-0.007860962566844865 +/- 0.0015508021390374341,-0.005935828877005301 +/- 0.0016299198560565029,-0.0009090909090908594 +/- 0.0016228867278602675,-5.347593582882837e-05 +/- 0.0015581606721212036,-0.013689839572192474 +/- 0.002621957363022721,-0.006577540106951829 +/- 0.001395506775475933,-0.015668449197860933 +/- 0.002789476225827804,0.0 +/- 0.0,-0.011818181818181773 +/- 0.0016473713155881666,-0.006951871657753972 +/- 0.0016740615874330036,-0.007647058823529363 +/- 0.0008301697698534758,-0.0011764705882352454 +/- 0.0007094384578300279,-0.014866310160427753 +/- 0.0021761486576872607,-0.006898395721925088 +/- 0.0013196751528612963,-0.017005347593582843 +/- 0.0026823392949699445
