,hrv_rms,hrv_std,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_pct_5,hrv_energy,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_pct_95,hrv_min,hrv_iqr,hrv_iqr_5_95,hrv_ptp,hrv_max
0,0.4143850267379679 +/- 0.006961942520289101,0.0 +/- 0.0,0.263903743315508 +/- 0.007437770274996149,0.263903743315508 +/- 0.007437770274996149,0.05090909090909087 +/- 0.006967485550760342,0.11310160427807485 +/- 0.004417837337395269,-0.00577540106951876 +/- 0.0017541411194499173,0.022566844919786076 +/- 0.003942739805597175,0.014331550802139003 +/- 0.0026393503057225787,0.011336898395721906 +/- 0.0017541411194499214,0.1697326203208556 +/- 0.006493308764346749,0.0 +/- 0.0,-5.347593582889498e-05 +/- 0.0002879767276542659,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.01192513368983954 +/- 0.002576297212929626,0.07625668449197859 +/- 0.005780350424330112,0.010588235294117631 +/- 0.001998025849440592,0.0 +/- 0.0,0.0 +/- 0.0,0.05871657754010691 +/- 0.005633024206316022
