,hrv_rms,hrv_std,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_pct_5,hrv_energy,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_pct_95,hrv_min,hrv_iqr,hrv_iqr_5_95,hrv_ptp,hrv_max
0,0.35060177917320773 +/- 0.008126957052147435,0.05149136577708002 +/- 0.005879464952459729,0.33537414965986395 +/- 0.008383855567832967,0.33537414965986395 +/- 0.008383855567832967,-0.03186813186813191 +/- 0.0033706296002486277,0.18649921507064363 +/- 0.003889252574790595,-0.023286237571951907 +/- 0.002639874046180921,0.1060177917320774 +/- 0.004539036827253047,0.09021454735740446 +/- 0.006085438727412499,0.0022501308215593374 +/- 0.0008771875779298913,0.27394034536891676 +/- 0.011204314776230002,0.002093144950287762 +/- 0.0013029722237560125,0.0008895866038722722 +/- 0.0008123586968215607,0.0009419152276294529 +/- 0.0008038875717287766,0.0 +/- 0.0,0.0002093144950287562 +/- 0.0006701333581823795,0.10481423338566191 +/- 0.0051274041173245,0.008948194662480324 +/- 0.005261304181800569,0.13181580324437464 +/- 0.004110046146699925,0.17697540554683408 +/- 0.005045304361358009,-0.005494505494505542 +/- 0.0011038735274583433,0.01172161172161169 +/- 0.0018750887354441572
