,hrv_lineintegral,hrv_max,hrv_ptp,hrv_min,hrv_iqr,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_svd_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_entropy,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_std,hrv_sum,hrv_skewness,hrv_energy,hrv_pct_95,hrv_rms,hrv_pct_5
0,0.027471751412429378 +/- 0.00803006784096294,0.08933615819209038 +/- 0.006942848295611224,0.0009180790960451879 +/- 0.0005515713047956454,0.11370056497175143 +/- 0.006832421820591994,0.01426553672316384 +/- 0.0023592221876398266,0.00805084745762713 +/- 0.001977401129943518,0.001906779661016944 +/- 0.0007097369788927348,0.0018361581920903758 +/- 0.00034597312751176554,0.014971751412429369 +/- 0.0032331986277569337,0.07189265536723163 +/- 0.003499862060272284,0.0005649717514124353 +/- 0.001255394691711245,0.0008474576271186418 +/- 0.0006919462550234835,-0.000918079096045199 +/- 0.002717779859448282,0.004025423728813549 +/- 0.0015488497316003978,0.0 +/- 0.0,0.0004943502824859003 +/- 0.00032362822704492004,0.01765536723163843 +/- 0.0040074183500313845,0.0014124293785310771 +/- 0.0020949713240383297,-0.0012005649717514056 +/- 0.0011409247472742693,0.011016949152542399 +/- 0.002259887005649709,0.004731638418079087 +/- 0.001304109132247121,0.031073446327683607 +/- 0.004705743290666004
