,hrv_min,hrv_pct_95,hrv_max,hrv_svd_entropy,hrv_std,hrv_skewness,hrv_pct_5,hrv_iqr_5_95,hrv_iqr,hrv_n_below_mean,hrv_n_above_mean,hrv_entropy,hrv_kurtosis,hrv_sum,hrv_n_sign_changes,hrv_energy,hrv_ptp,hrv_rms,hrv_peaks,hrv_mean,hrv_perm_entropy,hrv_lineintegral
0,-0.006285310734463289 +/- 0.0014282308203500387,-0.004166666666666707 +/- 0.0015932929622427309,-0.0019067796610169774 +/- 0.001548849731600367,-0.012500000000000034 +/- 0.0024878410951706923,-0.002189265536723184 +/- 0.0013565941181001653,-0.004237288135593232 +/- 0.0009474864311439928,-0.0075564971751412744 +/- 0.001096340020922299,-0.0012005649717514387 +/- 0.0013041091322471311,-0.00035310734463279704 +/- 0.0019786618257234454,-0.0020480225988700916 +/- 0.000970884681134715,-0.0036723163841808405 +/- 0.0007606164981828402,-0.0005649717514124353 +/- 0.0012945129081796173,0.0008474576271186196 +/- 0.0014053494874387328,-0.005014124293785338 +/- 0.0016845848081746466,0.0 +/- 0.0,-0.007203389830508477 +/- 0.0011299435028248553,-0.0024717514124294017 +/- 0.0014897615190486602,-0.008827683615819227 +/- 0.0010593220338982984,0.0017655367231638186 +/- 0.0005693684850493609,-0.00451977401129946 +/- 0.0010086763317150812,-0.003036723163841826 +/- 0.0016119650014849336,-0.013064971751412479 +/- 0.0015552765215780806
