,hrv_lineintegral,hrv_max,hrv_ptp,hrv_min,hrv_iqr,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_svd_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_entropy,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_std,hrv_sum,hrv_skewness,hrv_energy,hrv_pct_95,hrv_rms,hrv_pct_5
0,0.1010526315789474 +/- 0.005180573840470222,0.0644875346260388 +/- 0.0070914127423822625,0.10166204986149588 +/- 0.0039194473475510135,0.02033240997229918 +/- 0.0017352309987109136,0.013905817174515256 +/- 0.0025442576184387922,0.007756232686980636 +/- 0.001935096863886215,0.00016620498614959843 +/- 0.0006094182825484806,0.0004986149584487621 +/- 0.0004602007680287235,0.05146814404432133 +/- 0.00615158061985613,0.0009418282548476653 +/- 0.0009611829126258945,-0.0030470914127423755 +/- 0.0015121710874189595,0.017285318559556805 +/- 0.0015433117204636262,0.014626038781163453 +/- 0.004549687571777903,-0.00022160664819941277 +/- 0.002612703849872946,0.0 +/- 0.0,0.00016620498614957623 +/- 0.00025388230996984,0.01024930747922439 +/- 0.0024930747922437733,0.013628808864265951 +/- 0.001551246537396125,-0.001218836565096948 +/- 0.0004829804923591044,0.25024930747922436 +/- 0.005956902534818955,0.018559556786703624 +/- 0.002105992000969336,0.012853185595567885 +/- 0.0011568206658072546
