,hrv_lineintegral,hrv_max,hrv_ptp,hrv_min,hrv_iqr,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_svd_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_entropy,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_std,hrv_sum,hrv_skewness,hrv_energy,hrv_pct_95,hrv_rms,hrv_pct_5
0,0.05643418467583496 +/- 0.006371642223050169,0.0543713163064833 +/- 0.003346015978438331,0.04032416502946954 +/- 0.003538050778674267,0.021168958742632603 +/- 0.005936527321380703,0.019253438113948917 +/- 0.0016843249704795902,0.014833005893909613 +/- 0.001754476532366574,0.00893909626719056 +/- 0.0025025027903451927,0.007563850687622798 +/- 0.0014268997098559864,0.0072200392927308284 +/- 0.004837605826028972,0.005746561886051082 +/- 0.0012239622587796731,0.0037819253438113763 +/- 0.0015998524042143728,0.003585461689587399 +/- 0.000958704385851821,0.002897838899803529 +/- 0.0007100605252849089,0.0018664047151276896 +/- 0.0011581361613508454,0.0 +/- 0.0,-0.0006385068762278956 +/- 0.0007624840224096175,-0.0021611001964636613 +/- 0.0011243146505166596,-0.0025540275049116047 +/- 0.0008731035773394581,-0.0031434184675835143 +/- 0.002086125793869868,-0.006434184675834964 +/- 0.005015838678241309,-0.010756385068762286 +/- 0.002756186217406312,-0.02328094302554028 +/- 0.0009370719070893297
