,hrv_min,hrv_pct_95,hrv_max,hrv_svd_entropy,hrv_std,hrv_skewness,hrv_pct_5,hrv_iqr_5_95,hrv_iqr,hrv_n_below_mean,hrv_n_above_mean,hrv_entropy,hrv_kurtosis,hrv_sum,hrv_n_sign_changes,hrv_energy,hrv_ptp,hrv_rms,hrv_peaks,hrv_mean,hrv_perm_entropy,hrv_lineintegral
0,-0.0005540166204986207 +/- 0.0025628883116277845,0.006204986149584479 +/- 0.002512085107757254,0.010747922437673118 +/- 0.002313641331614529,0.001662049861495818 +/- 0.0026337649471478587,0.000720221606648186 +/- 0.0009287010866615235,0.0006094182825484573 +/- 0.0010926915746989445,-0.005096952908587293 +/- 0.0018341213692240233,0.000720221606648197 +/- 0.0013353984258386634,-0.0027146814404432227 +/- 0.0011998009876846465,0.00016620498614957623 +/- 0.0004986149584487287,0.0 +/- 0.0005540166204985875,0.0010526315789473495 +/- 0.0011204292751333406,-0.0011634349030471224 +/- 0.0010349884594054927,-0.0013850415512465463 +/- 0.0013399874373903361,0.0 +/- 0.0,-0.0005540166204986319 +/- 0.0009595849349412035,0.0008864265927977843 +/- 0.0013157165747410278,-1.1102230246251566e-17 +/- 0.0012874182868279581,-0.002216066481994472 +/- 0.000655521305606592,5.540166204982544e-05 +/- 0.0013445607866494833,0.0035457063711911265 +/- 0.001720130160250415,0.008476454293628788 +/- 0.0022028692910882044
