,hrv_rms,hrv_std,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_pct_5,hrv_energy,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_pct_95,hrv_min,hrv_iqr,hrv_iqr_5_95,hrv_ptp,hrv_max
0,0.28719741796664866 +/- 0.013673104084957196,0.045615922538999445 +/- 0.003021962755285251,0.4245831091984938 +/- 0.011644648570015086,0.4245831091984938 +/- 0.011644648570015086,0.03986013986013982 +/- 0.0031129932859021536,0.16336740182894027 +/- 0.0033164201488538733,0.011350188273265172 +/- 0.0011398397041644474,0.008714362560516376 +/- 0.0018911668457500777,0.007315761161914969 +/- 0.001652747874743091,0.005540613232920888 +/- 0.002722233658715434,0.19553523399677247 +/- 0.007950540143679291,-0.013501882732651982 +/- 0.001305504152717775,0.0016137708445400744 +/- 0.0008333476807331515,-0.0008068854222700761 +/- 0.0006014168847498211,0.0 +/- 0.0,-0.0013986013986014068 +/- 0.0006455083378160254,-0.007100591715976356 +/- 0.0013350913013438106,0.15067240451855832 +/- 0.005730590932081151,0.07530930607853682 +/- 0.0049942955948080224,0.10010758472296932 +/- 0.00479597442725872,0.002044109736417421 +/- 0.0018289402904787717,0.14852071005917158 +/- 0.006767797408404496
