,hrv_lineintegral,hrv_max,hrv_ptp,hrv_min,hrv_iqr,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_svd_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_entropy,hrv_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,hrv_std,hrv_sum,hrv_skewness,hrv_energy,hrv_pct_95,hrv_rms,hrv_pct_5
0,0.09662594531704484 +/- 0.007300466539936323,0.16870273414776038 +/- 0.008393913431263661,-0.0012216404886561838 +/- 0.0006607223206282978,0.024549156486329292 +/- 0.008651221149515442,-0.011343804537521773 +/- 0.0039304702575006165,-0.027108784176846968 +/- 0.0021952253943121613,-0.005061082024432761 +/- 0.0008247496729934666,0.00238510762070977 +/- 0.001695032261120845,0.056020942408376996 +/- 0.0030677828675823573,0.004595695171611458 +/- 0.0015920805332640005,-0.014136125654450238 +/- 0.0024824419189472557,-0.013554392088423472 +/- 0.0022687609075043593,0.0033158813263525766 +/- 0.003382569344992831,0.0012216404886562283 +/- 0.0025014543339150885,0.0 +/- 0.0,0.0013961605584642545 +/- 0.0007891018014107718,0.012681791739383419 +/- 0.0031521156914820513,0.0029086678301338377 +/- 0.0031756472516477627,0.0011634671320535084 +/- 0.0,0.01419429901105298 +/- 0.0023872349655245325,-0.036416521233275136 +/- 0.0017099404836182794,0.004944735311227522 +/- 0.001358070684110371
