,hrv_rms,hrv_std,hrv_mean,hrv_sum,hrv_svd_entropy,hrv_lineintegral,hrv_entropy,hrv_n_above_mean,hrv_n_below_mean,hrv_pct_5,hrv_energy,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_pct_95,hrv_min,hrv_iqr,hrv_iqr_5_95,hrv_ptp,hrv_max
0,0.4841807909604519 +/- 0.007272296984099446,0.06052259887005649 +/- 0.0027177798594482942,0.4778248587570621 +/- 0.006520163213324189,0.4778248587570621 +/- 0.006520163213324189,0.1498587570621469 +/- 0.007088932254988476,0.21504237288135597 +/- 0.006278959528360222,0.10240112994350284 +/- 0.003906586634446156,0.04788135593220337 +/- 0.0033543339228920767,0.08488700564971752 +/- 0.0027497065443406474,7.062146892655718e-05 +/- 0.00021186440677967155,0.3755649717514124 +/- 0.0057529412018125095,0.024435028248587586 +/- 0.0014194739577854452,0.006355932203389836 +/- 0.0016712089782767545,0.0029661016949152465 +/- 0.0011732519580392863,0.0 +/- 0.0,0.0036016949152542165 +/- 0.0013193179161207255,0.0048728813559321795 +/- 0.001068696747911133,0.25798022598870063 +/- 0.007298652793439963,0.06581920903954802 +/- 0.0045527574749396095,0.0 +/- 0.0,0.000918079096045199 +/- 0.00045219803936670056,0.2463983050847458 +/- 0.006012786682551788
