,hrv_sum,hrv_mean,hrv_rms,bvp_rms,bvp_std,hrv_n_above_mean
0,0.415 +/- 0.078,0.415 +/- 0.078,0.408 +/- 0.085,0.292 +/- 0.075,0.269 +/- 0.052,0.200 +/- 0.062
