,hrv_rms,hrv_sum,hrv_mean,bvp_rms,bvp_std,accx_n_below_mean,hrv_iqr_5_95
0,0.331 +/- 0.060,0.323 +/- 0.090,0.323 +/- 0.090,0.154 +/- 0.049,0.146 +/- 0.041,0.108 +/- 0.051,0.062 +/- 0.031
