,accz_energy,accx_mean,accx_energy,accx_sum,accy_energy,accy_perm_entropy,accx_n_below_mean,accz_rms,accx_n_above_mean,accz_svd_entropy,accz_perm_entropy,accz_lineintegral,accy_pct_95,accy_peaks,accy_pct_5,accx_lineintegral,accx_rms,accz_peaks,accx_svd_entropy,accx_perm_entropy,accz_std,accy_svd_entropy,accx_max,accz_entropy,accx_peaks,accy_rms,accz_iqr_5_95,accy_skewness,accy_std,accz_ptp,accx_min,accz_iqr,accz_min,accz_max,accy_sum,accy_mean,accz_n_sign_changes,accy_iqr,accx_entropy,accx_iqr_5_95,accx_iqr,accx_pct_95,accz_n_below_mean,accx_std,accy_iqr_5_95,accz_pct_5,accy_entropy,accy_min,accz_kurtosis,accx_kurtosis,accy_ptp,accy_n_sign_changes,accy_kurtosis,accx_ptp,accz_skewness,accy_n_above_mean,accy_lineintegral,accy_n_below_mean,accy_max,accx_n_sign_changes,accz_pct_95,accz_sum,accz_mean,accx_skewness,accz_n_above_mean,accx_pct_5
0,0.3860879904875149 +/- 0.004833279212057714,0.3137931034482759 +/- 0.005848196255580471,0.09631391200951248 +/- 0.006496451072365154,0.08831747919143877 +/- 0.005841014569140159,0.06150416171224732 +/- 0.0037305297212100155,0.23897146254458984 +/- 0.009913202566613067,0.02294887039239002 +/- 0.004641146031218485,0.16373365041617122 +/- 0.005877737355511555,-0.001189060642092743 +/- 0.002351966759197677,-0.02063020214030916 +/- 0.00326775412215489,0.06189060642092746 +/- 0.004292986491922858,0.009928656361474431 +/- 0.0030145677370005306,0.016736028537455407 +/- 0.005176256311866144,0.01771700356718192 +/- 0.0042586800758730595,-0.005737217598097488 +/- 0.003896442141787177,0.019946492271105832 +/- 0.004011317708944141,-0.02199762187871581 +/- 0.002093557296273362,0.01281212841854934 +/- 0.0033007143337813166,0.01658739595719382 +/- 0.003954408834320064,-0.0027942925089179393 +/- 0.0039530678263684565,0.02006539833531511 +/- 0.001427182388128152,0.01643876337693223 +/- 0.0016818484137711975,-0.0003864447086801337 +/- 0.002208782162694402,-0.025475624256837092 +/- 0.0016446582869944003,0.026337693222354342 +/- 0.0037228233542100455,0.039387633769322236 +/- 0.004164365554733035,-0.009631391200951222 +/- 0.0014392055216302132,-0.031837098692033286 +/- 0.002052852160596857,-0.012722948870392381 +/- 0.002406930140308818,0.018162901307966717 +/- 0.0028152438919255337,-0.008977407847800234 +/- 0.0011342915593542753,-0.0028240190249702703 +/- 0.0009423821334213779,0.03403686087990489 +/- 0.00217735316019382,0.0011593341260404343 +/- 0.00137804125879894,0.00041617122473245336 +/- 0.0010897920796565646,0.00041617122473245336 +/- 0.0010897920796565646,0.005439952437574336 +/- 0.0012823813680215772,0.0019024970273483933 +/- 0.0009229592566147286,-0.007223543400713439 +/- 0.001432127166521501,0.0005350772889417543 +/- 0.0006063043416876289,0.0016349583828775271 +/- 0.0015055240501903036,-0.0021997621878715678 +/- 0.0013106663308590006,-0.0031212841854934446 +/- 0.0010146283095051303,-0.00026753864447087716 +/- 0.00028043939155936165,0.000564803804994074 +/- 0.0005053507728894346,-0.006629013079667056 +/- 0.0019221359286952593,-0.0016052318668252075 +/- 0.00108979207965655,-0.001456599286563598 +/- 0.002031215256344413,-0.00912604042806181 +/- 0.000775742470315121,0.004131985731272314 +/- 0.0005553371489973075,-0.0005350772889417321 +/- 0.0012456793602709086,0.0015160523186682929 +/- 0.00031035393902824695,0.0004161712247324867 +/- 0.0008937750522219396,0.004518430439952437 +/- 0.0021220651959066293,-0.0015160523186682374 +/- 0.0013455969438473632,-0.0038941736028537343 +/- 0.0012782401902497033,-0.0032401902497027233 +/- 0.0018585611215625071,-0.0033888228299643218 +/- 0.0024592292366166827,-0.0007728894173603007 +/- 0.0004449057534808392,-0.0016646848989298358 +/- 0.0012695693522034861,0.0012187871581450626 +/- 0.0011237252182779802,0.00011890606420930094 +/- 0.0010141927532242552,0.00011890606420930094 +/- 0.0010141927532242552,-0.01420927467300832 +/- 0.002697752985621516,0.0004458977407848064 +/- 0.001040428061831162,0.003834720570749106 +/- 0.0012216838637357115
