,accy_pct_95,accy_perm_entropy,accx_ptp,accx_iqr_5_95,accx_mean,accx_perm_entropy,accx_lineintegral,accy_iqr_5_95,accz_sum,accz_perm_entropy,accx_energy,accz_pct_5,accz_min,accx_max,accy_pct_5,accy_max,accx_svd_entropy,accz_lineintegral,accy_mean,accx_peaks,accy_n_sign_changes,accx_rms,accy_svd_entropy,accz_ptp,accy_peaks,accx_iqr,accy_sum,accz_entropy,accz_std,accz_rms,accz_iqr,accy_min,accy_rms,accz_skewness,accy_skewness,accx_pct_95,accz_iqr_5_95,accy_lineintegral,accy_energy,accy_n_below_mean,accz_pct_95,accy_ptp,accz_n_sign_changes,accy_std,accx_n_sign_changes,accx_min,accz_mean,accz_kurtosis,accz_peaks,accz_svd_entropy,accx_std,accx_entropy,accx_n_above_mean,accy_n_above_mean,accy_entropy,accz_n_above_mean,accy_iqr,accy_kurtosis,accx_skewness,accx_pct_5,accx_kurtosis,accz_max,accx_n_below_mean,accz_energy,accz_n_below_mean,accx_sum
0,0.03344784509681452 +/- 0.0049091494897430905,0.05824484697064336 +/- 0.002287512814144874,0.00012492192379762735 +/- 0.00020715957466304951,-0.00306058713304187 +/- 0.0019593238152852254,-0.0013116801998750871 +/- 0.0006955358354565972,-0.0016864459712679692 +/- 0.0022872996156902787,0.06514678326046222 +/- 0.002598706316391613,0.0019362898188632239 +/- 0.0011068110647513725,0.05178013741411619 +/- 0.004897911285475426,-0.004871955028107444 +/- 0.0019058271458328852,0.002279825109306699 +/- 0.0009269720224644554,-0.008525921299187967 +/- 0.001445063747815015,0.001124297314178646 +/- 0.0007011225584211057,0.008682073703935079 +/- 0.0012159851551487473,-0.006402248594628346 +/- 0.0011622607161728754,0.0228919425359151 +/- 0.0017503005957779075,0.00021861336664584784 +/- 0.00019997264951383177,0.0006558400999375436 +/- 0.0013645254387853608,0.004528419737663991 +/- 0.001047502175593288,0.01589631480324797 +/- 0.0013060914220066602,0.001717676452217376 +/- 0.0011871691323390595,0.056652092442223634 +/- 0.0032909281379936155,0.0012179887570268667 +/- 0.0005999179485414953,0.011898813241723894 +/- 0.0005489817561288902,0.00021861336664584784 +/- 0.0010732567318825549,-0.0009369144284822051 +/- 0.0010544623995086975,-0.00046845721424110254 +/- 0.0012275605251114105,0.00021861336664584784 +/- 0.0010912807751190675,0.00015615240474703418 +/- 0.00020950043511865757,0.000374765771392882 +/- 0.00030599497099102996,0.0 +/- 0.0,0.0014053716427233076 +/- 0.0004684572142411026,-0.00559025608994379 +/- 0.001399808546596787,0.0027795128044972085 +/- 0.00074496317563252,-3.123048094940684e-05 +/- 0.0008077774613602531,-0.0016239850093691555 +/- 0.0006369793271196527,-0.0007183010618363572 +/- 0.0006407958940875495,-0.001342910680824494 +/- 0.00044276848465827365,-0.008276077451592711 +/- 0.0017458369593221237,6.246096189881367e-05 +/- 0.00012492192379762735,0.007183010618363572 +/- 0.001361305104166366,0.004091193004372296 +/- 0.0013135378416497961,0.003685196752030007 +/- 0.0008811202985425348,-0.0009681449094316119 +/- 0.00032605579353249916,-0.0027170518425983945 +/- 0.0003708414143359775,0.0019362898188632239 +/- 0.0007624332052300929,0.0035290443472829726 +/- 0.0014450637478150348,0.0022173641474078853 +/- 0.00035471007781388587,0.009681449094316074 +/- 0.0014243290757015726,0.006058713304184926 +/- 0.0012891797277045868,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00046845721424110254 +/- 0.0004247804656069812,0.0 +/- 0.0,-0.00021861336664584784 +/- 0.0003708414143359775,0.045752654590880695 +/- 0.0036985381893588467,0.0 +/- 0.0,-0.00021861336664584784 +/- 0.0009374347919927381,0.0007807620237351709 +/- 0.00046845721424110254,9.36914428482205e-05 +/- 0.00014311604294053314,0.006058713304184926 +/- 0.0010090877215117816,0.0 +/- 0.0,0.0 +/- 0.0,-0.00434103685196755 +/- 0.0008432229856339846,-0.002998126171143056 +/- 0.000672725147674521
