,accy_pct_95,accy_iqr_5_95,accy_max,accy_sum,accz_min,accz_ptp,accy_iqr,accy_min,accy_pct_5,accy_mean,accx_entropy,accx_max,accz_svd_entropy,accz_peaks,accz_mean,accx_ptp,accz_lineintegral,accz_sum,accz_max,accz_rms,accy_ptp,accx_kurtosis,accz_entropy,accx_iqr,accx_iqr_5_95,accx_n_sign_changes,accz_std,accz_n_above_mean,accy_std,accz_pct_5,accy_n_sign_changes,accy_skewness,accz_iqr_5_95,accy_energy,accz_pct_95,accz_kurtosis,accx_std,accx_lineintegral,accy_n_below_mean,accy_kurtosis,accy_peaks,accy_lineintegral,accy_n_above_mean,accx_mean,accx_min,accy_entropy,accx_n_above_mean,accx_peaks,accz_iqr,accx_skewness,accz_skewness,accx_svd_entropy,accx_perm_entropy,accy_rms,accx_n_below_mean,accz_energy,accz_n_sign_changes,accy_perm_entropy,accy_svd_entropy,accx_pct_95,accz_n_below_mean,accx_rms,accx_energy,accx_sum,accx_pct_5,accz_perm_entropy
0,0.0017783046828690585 +/- 0.0031141495048165576,0.004831061055127539 +/- 0.000608129357696595,-0.004682868998221679 +/- 0.0010163857853872074,0.002637818612922427 +/- 0.0013803356280018084,-0.0030231179608772862 +/- 0.0013761928590686257,0.0011558980438649113 +/- 0.001232402067948578,0.004979253112033288 +/- 0.0011840536073170187,-0.0006520450503852748 +/- 0.001474790196161825,0.0017190278601067587 +/- 0.0013569084934510881,0.0016004742145821482 +/- 0.0020370883553574356,0.0015708358032010318 +/- 0.0006500211084606558,0.006520450503853081 +/- 0.0008792173665792101,-0.0009780675755779455 +/- 0.0006893718642331337,-0.0001481920569057382 +/- 0.0006919156804937257,-5.9276822762277524e-05 +/- 0.0011691216907715705,0.001511558980438732 +/- 0.00038529934795498413,0.0010966212211026005 +/- 0.0007385854057129642,0.0019857735625371407 +/- 0.001409305682035439,0.003941908713693043 +/- 0.0008388246412616986,0.0013633669235329604 +/- 0.000716244574605528,2.9638411381149865e-05 +/- 0.00046768624297745834,-0.0001778304682868992 +/- 0.0005497106399226835,0.0016004742145821927 +/- 0.0004994753866731895,0.0004149377593361092 +/- 0.00044358712350611626,-0.00020746887966804906 +/- 0.00039874404407450097,0.003734439834024994 +/- 0.000638430919636572,0.0010373443983402897 +/- 0.0003313675129668223,-2.9638411381149865e-05 +/- 0.00033662764349734757,0.0023117960877297784 +/- 0.0013108087959393289,-0.0002667457024303044 +/- 0.002357884185322951,0.0036455245998815444 +/- 0.0006765093189397325,0.001956135151155991 +/- 0.0006912806040124985,2.9638411381160968e-05 +/- 0.0010390366415505812,0.0013930053349141326 +/- 0.0007265945863741472,0.001007705986959151 +/- 0.0008812133223070071,-0.0011262596324836949 +/- 0.000526863925152078,0.0002667457024303599 +/- 0.0006138801178781406,0.0021339656194429013 +/- 0.0005268639251520781,-0.0006224066390041472 +/- 0.0005038529934795477,-0.0003556609365737984 +/- 0.0005897969396008396,0.0016893894487256312 +/- 0.0007144025366446001,0.0010373443983403008 +/- 0.0007980386495457624,0.001215174866627189 +/- 0.0005693352908209885,0.0003260225251926929 +/- 0.0011962321322235429,0.0011262596324837504 +/- 0.0010503879754991156,-0.0007113218731475968 +/- 0.00040203497232514787,-0.000444576170717248 +/- 0.00014819205690574933,0.0018672199170125304 +/- 0.0011093637979972296,0.00038529934795494825 +/- 0.00029786234798817,0.00032602252519265963 +/- 0.000428477542821626,-0.001304090100770594 +/- 0.0007863959194677862,0.0019857735625371407 +/- 0.0007144025366445876,0.0028452874925904647 +/- 0.002444764745382516,0.00020746887966807125 +/- 0.0007144025366446102,0.0003556609365738206 +/- 0.0006732552869947225,0.002371072910492089 +/- 0.0008792173665792287,0.0008002371072910796 +/- 0.0005473083969360024,0.00456431535269719 +/- 0.0014102403382774483,0.0013337285121518216 +/- 0.00087169182986683,0.000503852993479581 +/- 0.000849232292939834,8.89152341434496e-05 +/- 0.0003260225251926485,0.0022525192649674895 +/- 0.0007863959194678096,0.001748666271487931 +/- 0.0009599368548134057,0.0013633669235329827 +/- 0.00046296678576805044,0.0018968583283936803 +/- 0.0007521385619709618,0.0021932424422051676 +/- 0.0019308236484768945
