,hrv_svd_entropy,hrv_sum,hrv_kurtosis,hrv_max,hrv_peaks,hrv_ptp,hrv_n_sign_changes,hrv_mean,hrv_perm_entropy,hrv_pct_5,hrv_entropy,hrv_rms,hrv_iqr,hrv_lineintegral,hrv_n_below_mean,hrv_pct_95,hrv_iqr_5_95,hrv_n_above_mean,hrv_skewness,hrv_energy,hrv_min,hrv_std
0,-0.021683899556868513 +/- 0.0036498541120190448,-0.013116691285081172 +/- 0.001083031183445983,-0.005908419497784312 +/- 0.0012108656739686318,0.003249630723781427 +/- 0.002292131727181228,-0.0046676514032496065 +/- 0.0013132118623865733,-0.01509601181683894 +/- 0.002501327841742938,0.0 +/- 0.0,-0.00889217134416539 +/- 0.001593357348320441,-0.010280649926144702 +/- 0.0026117620213057875,-0.022806499261447555 +/- 0.0025199253308284797,-0.013973412112259897 +/- 0.001955365523589108,-0.014357459379615878 +/- 0.0019426035122922908,-0.019320531757754777 +/- 0.0021270310192023894,0.011757754800590891 +/- 0.0036964235910468468,-0.01004431314623333 +/- 0.001477104874446078,-0.015805022156573055 +/- 0.002812711774332309,-0.011314623338256957 +/- 0.0014891678772382267,-0.010546528803544997 +/- 0.0019775560379532613,-0.013737075332348535 +/- 0.002151711401433412,-0.013796159527326369 +/- 0.001845139907784592,-0.01624815361890688 +/- 0.0020424680670539153,-0.014623338257016172 +/- 0.0015977332092159395
