,hrv_sum,hrv_mean,hrv_max,hrv_ptp,hrv_min,hrv_n_below_mean,hrv_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_rms,hrv_std,hrv_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_pct_5,hrv_iqr_5_95,hrv_n_sign_changes,hrv_perm_entropy,hrv_svd_entropy,hrv_energy,hrv_pct_95
0,0.3366263639044529 +/- 0.006321080747117515,0.3366263639044529 +/- 0.006321080747117515,0.2798584488351519 +/- 0.0057652421295418844,0.17994691831318194 +/- 0.006452546446865303,0.2051312297257446 +/- 0.005730746590634614,0.1351518726039516 +/- 0.004838578643727341,0.1295782954880566 +/- 0.006542755048961785,0.16930109112356234 +/- 0.007026318499697553,0.12373930993807133 +/- 0.008001693550767564,0.03789442642288406 +/- 0.0067534277044505545,0.020672368033028587 +/- 0.004611081097936462,0.02860513122972571 +/- 0.004621536543594155,-0.0005603066941905377 +/- 0.005732643171524167,0.0024476555588321624 +/- 0.0009961277354205206,0.0038926570333234654 +/- 0.0009212916161494047,0.004895311117664369 +/- 0.005668186978110951,0.1283397227956355 +/- 0.006715397382478457,0.0 +/- 0.0,-0.002211736950752019 +/- 0.0017358965087303391,0.0009141846063107972 +/- 0.0007852271870064506,0.11085225597168973 +/- 0.0053659329561323455,-0.03718667059864349 +/- 0.005498804890242586
