,hrv_svd_entropy,hrv_sum,hrv_kurtosis,hrv_max,hrv_peaks,hrv_ptp,hrv_n_sign_changes,hrv_mean,hrv_perm_entropy,hrv_pct_5,hrv_entropy,hrv_rms,hrv_iqr,hrv_lineintegral,hrv_n_below_mean,hrv_pct_95,hrv_iqr_5_95,hrv_n_above_mean,hrv_skewness,hrv_energy,hrv_min,hrv_std
0,-0.0031024757129426207 +/- 0.002907699687060762,-0.009840175493575687 +/- 0.00179586948065113,-0.008900031338138515 +/- 0.00202707134174819,0.0031964901284863845 +/- 0.003656772709699741,-0.006142275148856136 +/- 0.0013087190860432947,-0.01040426198683797 +/- 0.002868081777160147,0.0 +/- 0.0,-0.0069884048887496 +/- 0.0026370629252787992,-0.0046067063616420986 +/- 0.0013806575225265314,-0.01027890943277967 +/- 0.0019760429671494004,-0.0018489501723597645 +/- 0.0019842264015389145,-0.008210592290817909 +/- 0.002662082178827355,-0.0025697273581949064 +/- 0.0037912672227732006,0.009213412723284253 +/- 0.004336002646550431,-0.009526794108429926 +/- 0.0019226401316424988,-0.026167345659667794 +/- 0.002149577015310857,-0.016891256659354415 +/- 0.0024453790253712734,-0.004167972422438093 +/- 0.0018648167404339445,-0.019210278909432766 +/- 0.0018961516148424601,-0.008586649952992765 +/- 0.0021217562995688674,-0.02102789094327795 +/- 0.0031725899369520194,-0.010341585709808832 +/- 0.0016101827112083974
