,hrv_svd_entropy,hrv_sum,hrv_kurtosis,hrv_max,hrv_peaks,hrv_ptp,hrv_n_sign_changes,hrv_mean,hrv_perm_entropy,hrv_pct_5,hrv_entropy,hrv_rms,hrv_iqr,hrv_lineintegral,hrv_n_below_mean,hrv_pct_95,hrv_iqr_5_95,hrv_n_above_mean,hrv_skewness,hrv_energy,hrv_min,hrv_std
0,-0.00624024960998445 +/- 0.0026804033191781054,0.005241809672386843 +/- 0.001643923853019602,-0.0023400936037441976 +/- 0.0014109727369229197,0.004773790951638024 +/- 0.0018142392212301712,-0.007737909516380692 +/- 0.002676041390626109,0.009859594383775316 +/- 0.0021262683354010426,0.0 +/- 0.0,0.002402496099843954 +/- 0.0013957110294131024,-0.010951638065522651 +/- 0.002033833196596855,-0.01503900156006246 +/- 0.0011987128057596515,-0.0027769110764431005 +/- 0.001093825157126854,0.0048049921996879295 +/- 0.001692937281279315,-0.00882995319812796 +/- 0.002027120857507733,0.014040561622464864 +/- 0.005219102439964158,-0.006209048361934521 +/- 0.0013416536661466358,-0.008985959438377567 +/- 0.001329627192053808,0.0020592823712947904 +/- 0.0015921810698500036,-0.007457098283931407 +/- 0.0010576256634432677,-0.0030265210608424685 +/- 0.0016978181417051793,0.0012792511700467468 +/- 0.002194980634878188,-0.01575663026521066 +/- 0.0028089788921187575,-0.0058346333853354524 +/- 0.0023927512723916113
