,hrv_lineintegral,hrv_pct_5,hrv_min,hrv_max,hrv_svd_entropy,hrv_energy,hrv_perm_entropy,hrv_std,hrv_ptp,hrv_mean,hrv_entropy,hrv_pct_95,hrv_n_sign_changes,hrv_peaks,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_kurtosis,hrv_skewness,hrv_sum,hrv_iqr
0,0.06766805472932777 +/- 0.006797379465809904,0.053985722784057125 +/- 0.005533140748814099,0.04589530041641878 +/- 0.004369563683325854,0.04107674003569304 +/- 0.004452598433705159,0.03905413444378347 +/- 0.0035470503976038764,0.003004164187983349 +/- 0.0016042577703940415,0.016061867935752518 +/- 0.003968371226688396,0.001041046995835826 +/- 0.003499844678089966,-0.008120166567519339 +/- 0.0032746999751673837,0.0034800713860797194 +/- 0.0030797817341775943,-0.0020523497917906306 +/- 0.0013529524587203062,-0.003866745984533004 +/- 0.004651901573949382,0.0 +/- 0.0,-0.013741820345032707 +/- 0.002629629518774592,0.011629982153480068 +/- 0.002134340654480704,0.0024687685901249256 +/- 0.0019140571734915053,0.0020820939916716295 +/- 0.00129651961437855,0.0015764425936942272 +/- 0.0019278739349314442,0.01145151695419393 +/- 0.0019057190338657196,-0.01267102914931587 +/- 0.003519883924446652,0.00633551457465793 +/- 0.0019001399468988034,0.00038667459845329597 +/- 0.0026572410092788896
