,hrv_sum,hrv_mean,hrv_max,hrv_ptp,hrv_min,hrv_n_below_mean,hrv_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_rms,hrv_std,hrv_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_pct_5,hrv_iqr_5_95,hrv_n_sign_changes,hrv_perm_entropy,hrv_svd_entropy,hrv_energy,hrv_pct_95
0,0.2648386085866499 +/- 0.010378035155417265,0.2648386085866499 +/- 0.010378035155417265,0.21341272328423688 +/- 0.008940985658218173,0.22444374804136635 +/- 0.00885245558835893,0.12356628016295831 +/- 0.007206477340730335,0.21783140081479155 +/- 0.007048573668841076,0.19106863052334688 +/- 0.007664785933464531,0.15803823252898774 +/- 0.010235680820419715,0.1548417424005014 +/- 0.007970552277945025,0.20554685051707927 +/- 0.010211088945240953,0.0698527107489815 +/- 0.00725320521998682,0.09460984017549358 +/- 0.007232866809611284,0.04528361015355688 +/- 0.0036552953071159098,0.003102475712942654 +/- 0.0017190333001444707,0.005954246317768719 +/- 0.001299682942859789,0.15643998746474458 +/- 0.0091867259971546,0.0030084612973989124 +/- 0.0017738604447615162,0.0 +/- 0.0,0.0031651519899717705 +/- 0.0016007010704007741,-0.0021623315575055035 +/- 0.0013692292243781563,0.001629583202757723 +/- 0.0011454507604197399,0.11494829207145094 +/- 0.007110098084559032
