,hrv_sum,hrv_mean,hrv_max,hrv_ptp,hrv_min,hrv_n_below_mean,hrv_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_rms,hrv_std,hrv_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_pct_5,hrv_iqr_5_95,hrv_n_sign_changes,hrv_perm_entropy,hrv_svd_entropy,hrv_energy,hrv_pct_95
0,0.30175741861135114 +/- 0.007051366656653811,0.30175741861135114 +/- 0.007051366656653811,0.24108326130798038 +/- 0.006337969141546323,0.13134543359262457 +/- 0.009000068610463928,0.16969173148948427 +/- 0.008699517784104927,0.11691155286660901 +/- 0.005901228412020008,0.07490636704119846 +/- 0.0047111408409192855,0.09778161912993372 +/- 0.004384823982945697,0.14753673292999134 +/- 0.009154600859934497,0.03889369057908382 +/- 0.008330067585595496,0.031114952463267065 +/- 0.004386338079670012,0.03808700662633245 +/- 0.0025372559903548224,0.02895419187554017 +/- 0.004386811127725282,0.0013828867761451979 +/- 0.002460865053766952,-0.0002016709881878409 +/- 0.0004282935392485731,-0.005992509363295895 +/- 0.006779632880476049,-0.001238836070296756 +/- 0.0006944379598498538,0.0 +/- 0.0,0.0019590895995390324 +/- 0.0019910288151162086,0.003889369057908365 +/- 0.0013891746990770501,0.19904926534140016 +/- 0.00900099080533596,-0.017458945548833205 +/- 0.006936247163429713
