,bvp_n_below_mean,scl_pct_5,scl_svd_entropy,scl_sum,hrv_svd_entropy,bvp_iqr,bvp_peaks,hrv_pct_95,hrv_rms,bvp_perm_entropy,bvp_max,hrv_energy,hrv_iqr,hrv_mean,scl_min,scr_rms,scl_std,hrv_min,scl_max,hrv_max,scl_ptp,scr_max,hrv_std,scl_pct_95,scl_iqr_5_95,scr_kurtosis,scl_iqr,bvp_min,bvp_n_sign_changes,scr_n_above_mean,scr_skewness,scl_mean,hrv_skewness,scl_skewness,hrv_perm_entropy,scl_n_below_mean,scr_perm_entropy,bvp_svd_entropy,hrv_n_below_mean,scr_min,scr_n_sign_changes,scl_peaks,hrv_n_sign_changes,bvp_entropy,scl_n_sign_changes,bvp_sum,scr_entropy,scl_perm_entropy,bvp_mean,hrv_peaks,scr_sum,scr_lineintegral,hrv_kurtosis,scl_kurtosis,hrv_lineintegral,hrv_n_above_mean,scr_energy,scr_peaks,scr_n_below_mean,scl_energy,scl_n_above_mean,hrv_ptp,hrv_sum,scr_pct_5,hrv_pct_5,bvp_energy,bvp_n_above_mean,bvp_iqr_5_95,hrv_entropy,hrv_iqr_5_95,scr_ptp,scl_entropy,scl_lineintegral,scr_std,scr_mean,scr_svd_entropy,scr_iqr_5_95,bvp_std,bvp_ptp,scr_iqr,scr_pct_95,bvp_kurtosis,bvp_skewness,bvp_lineintegral,bvp_pct_5,bvp_rms,bvp_pct_95,scl_rms
0,-0.0007137758743753997 +/- 0.0020062054707430713,-0.021484653818700884 +/- 0.0020980640195144874,-0.0003211991434689199 +/- 0.0012813221321210679,-0.009921484653818669 +/- 0.0010562918334724469,-0.003069236259814356 +/- 0.0009602872267718526,0.0001784439685939332 +/- 0.002336185274668539,0.01652391149179162 +/- 0.0033632782912293682,-0.0035331905781584073 +/- 0.0008513105240454504,-0.005531763026409686 +/- 0.0016909861157005132,0.016666666666666708 +/- 0.001572333388430457,0.012526766595289118 +/- 0.0017876487917727506,-0.0018915060670948946 +/- 0.0011624908975661746,-3.568879371871336e-05 +/- 0.0010877766348414177,-0.010421127765881477 +/- 0.0013987093463430113,-0.008351177730192672 +/- 0.0014818372228427427,0.00249821556031411 +/- 0.0008445510040113501,-0.0014275517487508439 +/- 0.0014714866615337682,0.0021413276231263987 +/- 0.0012259503238627805,-0.006495360456816523 +/- 0.0019599614871871314,-0.01345467523197712 +/- 0.0016280506392515374,0.0006423982869379508 +/- 0.0015457821433053458,-0.0009279086366880462 +/- 0.0006808987875923995,3.5688793718813284e-05 +/- 0.0011336459796051793,-0.006745182012847917 +/- 0.0017370583188633729,0.0032476802284083115 +/- 0.0014753766315913173,-0.0012491077801569882 +/- 0.0004854200752582143,0.002034261241970081 +/- 0.0007146675372769703,-0.005888650963597397 +/- 0.0013845228223605141,-0.0004996431120627753 +/- 0.001153140215660498,-0.0006423982869378731 +/- 0.0004734653519422593,-0.0005353319057815442 +/- 0.0008331632783674991,-0.01709493219129189 +/- 0.0010877766348414137,0.0014632405424697126 +/- 0.0007891985862775063,-0.0004996431120627865 +/- 0.0005574767791510863,-0.0004282655246252265 +/- 0.0006140132239145399,-0.001391862955032086 +/- 0.000685559340196222,0.001284796573875846 +/- 0.00039741358763955637,-0.004104211277658765 +/- 0.0033450510645628346,3.3306690738754695e-17 +/- 0.0006580688406347739,0.00014275517487511992 +/- 0.00017483866829291254,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0006780870806566197 +/- 0.00019219003594341975,-0.0001427551748750533 +/- 0.00032709319735587967,-3.568879371876887e-05 +/- 0.00010706638115630663,-0.0012847965738757572 +/- 0.000484106351400797,3.568879371880218e-05 +/- 0.0002498215560314249,0.0011420413990007815 +/- 0.0003843800718868436,-0.004532476802284047 +/- 0.0011624908975661871,-0.002177016416845068 +/- 0.0010641007505978357,-0.00046395431834400647 +/- 0.0005059759771148441,0.0005710206995004019 +/- 0.00032709319735586514,0.0054246966452534354 +/- 0.002333730581623361,3.568879371880218e-05 +/- 0.0004906397960338147,0.00920770877944328 +/- 0.000871274490773279,0.0 +/- 0.0,0.0004282655246253264 +/- 0.0006344178741838545,-0.01937901498929333 +/- 0.0011291428993259387,-0.0011777301927194505 +/- 0.00050597597711483,-0.002640970735189108 +/- 0.0015242081730237418,-0.01034975017844394 +/- 0.0008741933414643858,-0.0016416845110634793 +/- 0.00042826552462522645,0.006281227694503977 +/- 0.0014470474612929018,-0.001391862955032075 +/- 0.001787648791772751,0.0004639543183440842 +/- 0.0027921777293459992,0.004746609564596738 +/- 0.0009175560408410094,0.007994289793005028 +/- 0.0016602003354193996,0.005139186295503273 +/- 0.0015074027181972097,-0.0008565310492504973 +/- 0.0007851534618129828,-0.0007137758743753997 +/- 0.0021472675169866328,0.004532476802284113 +/- 0.0007494646680942235,-0.0006780870806566419 +/- 0.0014667182432572794,-0.0018915060670948946 +/- 0.0010225944883578994,3.5688793718813284e-05 +/- 0.0010398859589103092,0.002855103497501821 +/- 0.0009168617115392565,0.001677373304782348 +/- 0.0011733963042664826,0.0008565310492505863 +/- 0.0005341409545715928,-0.001677373304782248 +/- 0.0009582956161382884,0.003925767309064987 +/- 0.0010094315220364675,-0.00017844396859382217 +/- 0.0014562602257746852,0.001249107780157066 +/- 0.0018766333797480207,0.010956459671663154 +/- 0.0018131171728594658,0.010349750178444006 +/- 0.0013064243552978725,0.0023911491791577923 +/- 0.0012470667530089937,0.006959314775160641 +/- 0.0015494856064305782,-0.01713062098501067 +/- 0.001505711856511681
