,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_max,hrv_n_below_mean,hrv_pct_95,hrv_min,hrv_pct_5,hrv_n_above_mean,bvp_std,hrv_std,scl_pct_95,scl_energy,hrv_iqr_5_95,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,bvp_min,bvp_ptp,hrv_lineintegral,bvp_n_below_mean,bvp_n_above_mean,scr_lineintegral,hrv_energy,scl_max,bvp_max,scl_rms,hrv_ptp,scl_pct_5,scr_std,scl_sum,scl_mean,scl_min,bvp_skewness,bvp_n_sign_changes,bvp_svd_entropy,hrv_iqr,scr_svd_entropy,bvp_lineintegral,scr_perm_entropy,scl_iqr,hrv_entropy,scl_std,scr_mean,scr_sum,scl_ptp,scl_entropy,scr_iqr_5_95,scr_pct_95,bvp_sum,bvp_mean,scr_kurtosis,scr_min,scr_pct_5,scr_n_sign_changes,scl_perm_entropy,scl_svd_entropy,scl_n_sign_changes,bvp_iqr,scl_kurtosis,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_skewness,hrv_peaks,scr_energy,scr_peaks,scr_entropy,hrv_skewness,scl_n_above_mean,scl_n_below_mean,scl_lineintegral,scl_skewness,scr_n_above_mean,scr_n_below_mean,bvp_energy,scr_rms,scl_iqr_5_95,hrv_kurtosis,scr_ptp,scr_max,hrv_perm_entropy,bvp_kurtosis,scr_iqr,hrv_svd_entropy,bvp_perm_entropy,bvp_peaks
0,0.2841729638958858 +/- 0.00758333295857088,0.24336691855583545 +/- 0.00860170675155257,0.22732997481108314 +/- 0.007800547513040311,0.22732997481108314 +/- 0.007800547513040311,0.09000839630562554 +/- 0.004027602000071014,0.08245172124265324 +/- 0.004391837726489339,0.0956339210747271 +/- 0.0037446016995764395,0.07493702770780858 +/- 0.004549720873599099,0.091183879093199 +/- 0.0033574725479650976,0.14366078925272877 +/- 0.0047969292551085325,0.20516372795969776 +/- 0.008110261899555958,0.1421074727120067 +/- 0.008244321334535584,0.10839630562552476 +/- 0.005543469635682308,0.013476070528967255 +/- 0.0028747385920688488,0.03534844668345929 +/- 0.006918168616327289,0.026784214945424024 +/- 0.004970159055230459,0.012216624685138544 +/- 0.00446447448113993,0.006759026028547421 +/- 0.002843919320644813,0.0036523929471032777 +/- 0.0024769101595297992,0.007514693534844685 +/- 0.004179007562477838,0.04949622166246851 +/- 0.007466223279317117,0.03299748110831234 +/- 0.003793234927985409,0.03299748110831234 +/- 0.003793234927985409,0.12250209907640638 +/- 0.004715405904987047,0.04059613769941226 +/- 0.003982938712066522,0.029009235936188104 +/- 0.004320019597862925,0.012930310663308164 +/- 0.003814548007254588,-0.0027707808564231494 +/- 0.00421992674160504,-0.006255247691015953 +/- 0.0024294939204417077,0.04114189756507138 +/- 0.00383390430120264,0.061544920235096556 +/- 0.005069867049353682,-0.006926952141057907 +/- 0.0018798163876774143,-0.006926952141057907 +/- 0.0018798163876774143,-0.008774139378673362 +/- 0.002102851349516059,0.014315701091519728 +/- 0.0032973544023272936,0.0049958018471872425 +/- 0.0024583402135948318,0.0064231738035264605 +/- 0.002360317850020257,0.01880772460117549 +/- 0.004180483386903313,0.002057094878253574 +/- 0.003584199855330239,-0.017716204869857255 +/- 0.0018661721889918434,-0.004030226700251871 +/- 0.002353962345739082,0.008480268681780024 +/- 0.003002779973509241,-0.0036104114189756454 +/- 0.0038348235925001594,0.06784214945424015 +/- 0.003907666256329178,-8.396305625525402e-05 +/- 0.002600144847557001,-8.396305625525402e-05 +/- 0.002600144847557001,0.025608732157850544 +/- 0.004689921089427022,0.003106633081444166 +/- 0.0023984646275542767,0.003316540722082284 +/- 0.003029949718852413,0.001385390428211597 +/- 0.0030042469626893145,0.0004198152812762479 +/- 0.0014901964189168015,0.0004198152812762479 +/- 0.0014901964189168015,-0.00025188916876573987 +/- 0.0005694651539147873,-0.00054575986565909 +/- 0.0003778337531486141,-0.0015113350125944502 +/- 0.0010979594316223406,0.0012594458438287103 +/- 0.0011874169289446633,0.0005037783375314797 +/- 0.0005243491182534361,0.0346767422334173 +/- 0.004467434288639132,0.0007136859781696093 +/- 0.0009943509053171207,0.04319899244332494 +/- 0.003953625874454903,0.00016792611251049695 +/- 0.0011754827875734548,0.0 +/- 0.0,-0.0024349286314021778 +/- 0.0015344808465572735,0.0 +/- 0.0,-0.0002099076406381073 +/- 0.0003384659004323296,0.00012594458438286438 +/- 0.00026881294027844186,0.013308144416456757 +/- 0.002022533916111824,0.001469353484466851 +/- 0.0010326090576195659,0.0013434089000839533 +/- 0.0020805225345699122,0.0009235936188077054 +/- 0.0010915197313182408,0.00016792611251048584 +/- 0.0003847670608694861,0.00016792611251048584 +/- 0.0003847670608694861,0.028631402183039466 +/- 0.003932842461336823,-4.198152812761036e-05 +/- 0.0006885482563751593,0.0009235936188077276 +/- 0.0007695341217390146,0.0009235936188077276 +/- 0.0007695341217390146,0.055835432409739705 +/- 0.0029803928378335626,0.01981528127623846 +/- 0.00334695741863891,0.0304366078925273 +/- 0.0037183881027045233,0.002770780856423183 +/- 0.0013302249804999931,0.02405541561712845 +/- 0.004391235733788749,0.023719563392107477 +/- 0.004347673211000838,0.0009655751469353491 +/- 0.0009582461973562988,-0.004492023509655751 +/- 0.0014304555027204718,0.015071368597816982 +/- 0.0016199648515176186,0.010873215785054579 +/- 0.0019095827733911172,0.014399664147774993 +/- 0.0036984272861858808,0.007976490344248532 +/- 0.003920274569245614
