,scl_pct_95,scl_pct_5,bvp_n_above_mean,bvp_iqr,bvp_n_below_mean,bvp_rms,scl_mean,hrv_pct_95,hrv_svd_entropy,bvp_perm_entropy,bvp_max,hrv_ptp,bvp_skewness,scl_svd_entropy,bvp_lineintegral,hrv_iqr,hrv_energy,bvp_svd_entropy,hrv_lineintegral,scr_max,scr_iqr,bvp_std,bvp_peaks,scr_kurtosis,bvp_kurtosis,hrv_entropy,bvp_energy,scl_kurtosis,scr_skewness,scr_lineintegral,hrv_max,scl_n_below_mean,bvp_iqr_5_95,hrv_skewness,hrv_std,scl_lineintegral,hrv_rms,hrv_peaks,scr_perm_entropy,hrv_n_above_mean,bvp_pct_5,bvp_entropy,scl_peaks,bvp_min,bvp_mean,bvp_sum,scl_n_sign_changes,scl_iqr,hrv_n_sign_changes,hrv_iqr_5_95,scr_sum,scr_n_above_mean,scr_n_below_mean,scr_entropy,scr_iqr_5_95,scr_pct_95,scr_min,scr_mean,scr_n_sign_changes,scr_peaks,scr_energy,scr_std,scl_rms,scl_iqr_5_95,scr_pct_5,scl_std,hrv_n_below_mean,scl_skewness,hrv_kurtosis,bvp_pct_95,hrv_pct_5,scl_perm_entropy,hrv_perm_entropy,scl_energy,scl_n_above_mean,scl_sum,scr_rms,scl_ptp,hrv_min,scl_max,scl_min,bvp_ptp,scl_entropy,scr_ptp,hrv_mean,scr_svd_entropy,hrv_sum,bvp_n_sign_changes
0,0.0025707898658718364 +/- 0.0009779735281972219,-0.0001490312965722773 +/- 0.00037995674467902686,-0.001788375558867361 +/- 0.004814195321971119,0.02116244411326379 +/- 0.001769648597174049,0.012928464977645293 +/- 0.0027683842009329196,0.0 +/- 0.0,-0.0020491803278688383 +/- 0.0018271534776809588,0.0017511177347242946 +/- 0.0006245549409180318,0.007600596125186288 +/- 0.0016595422840030097,0.05830849478390463 +/- 0.0037748262404548264,-0.006296572280178847 +/- 0.001558161226998986,0.007190760059612522 +/- 0.0016832126673735582,0.0028315946348733247 +/- 0.003427719821162433,0.018777943368107286 +/- 0.003270209874439889,-0.0017138599105812502 +/- 0.0005576240516801609,0.01922503725782414 +/- 0.002539005221669274,0.0 +/- 0.0,0.004433681073025331 +/- 0.0018134267546405305,0.021535022354694476 +/- 0.0027317887898395577,0.013040238450074515 +/- 0.001985530938073659,0.02224292101341282 +/- 0.002223327682240799,0.0069672131147541 +/- 0.0008339429689120585,-0.0370342771982116 +/- 0.004156210064794132,0.0 +/- 0.0,-0.0021982116244411267 +/- 0.002030124102209429,0.03055141579731744 +/- 0.0026292516787447717,0.0 +/- 0.0,0.0011549925484351854 +/- 0.0007534928620028573,0.0 +/- 0.0,0.03926974664679583 +/- 0.0043679138270500155,-0.009202682563338293 +/- 0.001424106919047416,0.0 +/- 0.0,0.00022354694485841043 +/- 0.0002471404463752164,0.00011177347242919966 +/- 0.001581154632930181,0.0 +/- 0.0,-0.0007824143070044754 +/- 0.0018286723087642422,-0.0005588673621460538 +/- 0.0006506799253566552,0.0056259314456035825 +/- 0.0008887377378447621,-0.00037257824143070993 +/- 0.00037257824143070993,7.451564828613311e-05 +/- 0.00014903129657226622,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002309985096870348 +/- 0.000641007844041929,-0.00022354694485839932 +/- 0.00024714044637519296,-0.00037257824143066554 +/- 0.0,0.0 +/- 0.0,0.0177719821162444 +/- 0.0010412212080836041,0.0 +/- 0.0,0.0 +/- 0.0,-0.0018256333830104277 +/- 0.0010465403804164263,0.0 +/- 0.0,0.0 +/- 0.0,0.0008569299552906307 +/- 0.0002385664768045027,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0032786885245901674 +/- 0.0009829289089622133,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0011922503725782518 +/- 0.00027881202584008563,-0.01032041728763039 +/- 0.0011787848002650068,0.0 +/- 0.0,0.006780923994038757 +/- 0.0012992247223668118,0.0 +/- 0.0,-0.00022354694485841043 +/- 0.0002471404463752164,0.0005961251862891314 +/- 0.0008528705769194976,0.0020491803278688383 +/- 0.000768089721612826,0.00014903129657228842 +/- 0.0009454975812555439,0.0007824143070044642 +/- 0.0003889831039087492,0.001639344262295095 +/- 0.0008364360775202757,0.038077496274217595 +/- 0.0035259368597081956,-0.001266766020864407 +/- 0.0013658943949197751,-0.017958271236959745 +/- 0.0019630312775438877,0.0022354694485842265 +/- 0.0005269052020764195,0.021236959761549924 +/- 0.0016578685142538759,-0.002868852459016402 +/- 0.0013018930856673703,-0.007600596125186298 +/- 0.0009744185417751325,-0.010096870342771968 +/- 0.0010597215091898429,0.007265275707898644 +/- 0.001157393782936591,-0.0043219076005961195 +/- 0.001749134812862221,-0.007190760059612511 +/- 0.0005783969707995639,0.0017511177347242946 +/- 0.0011549925484351832,-0.00998509687034278 +/- 0.0010107794311662011,-0.0043591654247391864 +/- 0.001364369107570824,-0.017883755588673646 +/- 0.003315737028507743
