,accy_iqr_5_95,accy_pct_95,accz_perm_entropy,accz_sum,accx_pct_5,accz_energy,accz_iqr_5_95,accx_iqr_5_95,accz_mean,accx_svd_entropy,accz_peaks,accx_ptp,accy_svd_entropy,accz_n_above_mean,accy_ptp,accy_skewness,accx_n_above_mean,accz_lineintegral,accy_energy,accz_n_below_mean,accx_kurtosis,accy_n_below_mean,accx_entropy,accy_kurtosis,accx_std,accx_max,accz_svd_entropy,accz_rms,accz_iqr,accy_n_above_mean,accy_n_sign_changes,accy_entropy,accx_iqr,accx_peaks,accx_perm_entropy,accz_kurtosis,accx_n_below_mean,accx_sum,accy_iqr,accz_pct_95,accz_skewness,accy_sum,accx_lineintegral,accx_mean,accx_n_sign_changes,accx_pct_95,accy_lineintegral,accy_rms,accz_min,accx_rms,accz_std,accy_std,accz_entropy,accx_energy,accy_max,accz_n_sign_changes,accy_peaks,accy_perm_entropy,accz_ptp,accx_skewness,accx_min,accz_max,accz_pct_5,accy_min,accy_pct_5,accy_mean
0,0.00623338257016256 +/- 0.0022046006743640222,0.015745937961595312 +/- 0.003637518835696327,0.002954209748892267 +/- 0.0015520148344536045,0.0013589364844904805 +/- 0.0010335512959844199,0.002540620384047354 +/- 0.0012407680945347255,0.0005317577548006658 +/- 0.0007793740595730292,-0.0033973412112259793 +/- 0.0009640867871244098,-0.00032496307237810383 +/- 0.0009926320600538872,-0.0018316100443131367 +/- 0.0010469746024619948,0.0015657311669129536 +/- 0.0005612998522895096,-0.002954209748892156 +/- 0.0004943338413790671,0.0017134416543575504 +/- 0.0011578090364706382,-0.002481536189069411 +/- 0.0007838404231268261,0.0003249630723781927 +/- 0.0005022156573117156,-0.0025701624815361755 +/- 0.0014950169487598145,0.00041358936484494626 +/- 0.00046146231467695024,0.00011816838995571954 +/- 0.0006083090186698764,0.0025701624815362865 +/- 0.0008965430372521973,0.0007976366322009598 +/- 0.0010322839119442696,0.0003545051698671253 +/- 0.0005728425237715429,-0.0016248153618906858 +/- 0.0006768944896537394,-0.0013589364844903916 +/- 0.0005317577548005881,-0.004224519940915783 +/- 0.0008041747467542764,0.00041358936484496843 +/- 0.000442145629160926,0.0003840472673560247 +/- 0.0007479461684592554,0.002481536189069522 +/- 0.0007948965463559019,0.002865583456425502 +/- 0.0008965430372521973,0.0012112259970458727 +/- 0.0007976366322009199,2.2204460492503132e-17 +/- 0.0004943338413790937,2.9542097488943763e-05 +/- 0.0006532745757015419,-0.004874446085672057 +/- 0.0011229883491136255,0.0002954209748892822 +/- 0.0005116841381297021,-0.001270310192023627 +/- 0.0008255946004420708,-0.0007090103397341063 +/- 0.0009992044032666489,0.00584933530280658 +/- 0.00204588356787955,-0.00047267355982274497 +/- 0.000442145629160877,-0.0001477104874446078 +/- 0.00040181596776175395,0.0009748892171345003 +/- 0.0007120809922123723,0.0009453471196455676 +/- 0.0010878553996763764,0.004579025110782953 +/- 0.0008063423376044969,-2.9542097488899355e-05 +/- 0.00044705305614247467,0.0018906942392910796 +/- 0.0008882302143795075,0.00567208271787305 +/- 0.0015109851524424643,-0.00511078286558343 +/- 0.0008041747467542764,0.0018316100443132477 +/- 0.0008229476086962509,-0.0007090103397341063 +/- 0.0009815803678485265,0.0004431314623338789 +/- 0.001138425339320437,0.0010930576070901864 +/- 0.0008567208271787573,0.0076809453471197164 +/- 0.0014229358438750054,0.0007976366322009598 +/- 0.0005455298467539421,0.0005317577548006658 +/- 0.0006710674559291688,0.0023633677991138358 +/- 0.0009974560127701058,-0.0034564254062038223 +/- 0.0004391748522102933,0.004756277695716482 +/- 0.0007754448891229909,0.014298375184638145 +/- 0.0022622380761094887,-0.003751846381093038 +/- 0.0007709298877813779,-5.9084194977832015e-05 +/- 0.0005573991806237443,-0.008449039881831566 +/- 0.0014180206794682348,0.0008271787296898591 +/- 0.0011502465189915808,0.0005022156573117331 +/- 0.0004586166823120043,-0.0039881831610044105 +/- 0.0009730971398523201,0.002895125553914424 +/- 0.0009869006256124065,-0.0017134416543574393 +/- 0.0011502465189915545,-0.004903988183160979 +/- 0.0009360696908570032,-0.00511078286558343 +/- 0.0019056370366759296,0.004638109305760796 +/- 0.0022461709784662052
