,bvp_rms,bvp_std,scr_rms,hrv_sum,hrv_mean,bvp_lineintegral,hrv_pct_5,hrv_pct_95,hrv_std,scr_std,scr_lineintegral,scr_mean,scr_sum,hrv_svd_entropy,hrv_entropy,scl_lineintegral,scl_ptp,scr_energy,scl_iqr_5_95,hrv_iqr_5_95,scl_entropy,scl_std,scl_min,hrv_n_above_mean,bvp_kurtosis,bvp_pct_5,bvp_n_sign_changes,bvp_max,hrv_perm_entropy,bvp_min,bvp_iqr_5_95,scl_energy,scl_perm_entropy,scl_kurtosis,scl_n_below_mean,scl_n_above_mean,scr_pct_5,scl_pct_95,scr_n_sign_changes,bvp_sum,bvp_mean,scl_peaks,scr_skewness,scl_pct_5,bvp_svd_entropy,scl_max,bvp_entropy,hrv_n_sign_changes,bvp_pct_95,scr_min,scr_n_above_mean,scr_n_below_mean,bvp_skewness,scr_kurtosis,scl_rms,scr_entropy,bvp_ptp,hrv_kurtosis,scl_skewness,hrv_peaks,scr_perm_entropy,scl_iqr,scl_sum,scl_mean,hrv_skewness,scr_peaks,scr_iqr,scr_max,scr_ptp,scr_iqr_5_95,scr_pct_95,hrv_n_below_mean,bvp_iqr,scr_svd_entropy,bvp_perm_entropy,bvp_energy,scl_n_sign_changes,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,scl_svd_entropy,hrv_min,hrv_iqr,hrv_ptp,hrv_lineintegral,hrv_rms,hrv_energy,hrv_max
0,0.48006024096385547 +/- 0.005543805415726972,0.258855421686747 +/- 0.005062033532179685,0.03114457831325307 +/- 0.0021560879720690686,0.21746987951807234 +/- 0.006772756300026588,0.21746987951807234 +/- 0.006772756300026588,0.04433734939759041 +/- 0.0053894624689987975,-0.02475903614457825 +/- 0.007140269734387376,-0.022590361445783046 +/- 0.00827409145135182,0.1439759036144579 +/- 0.007552977358389149,0.012409638554216906 +/- 0.0024867189687409912,0.004518072289156671 +/- 0.0023524848421405467,0.001987951807228938 +/- 0.0018479351385756544,0.001987951807228938 +/- 0.0018479351385756544,0.02331325301204824 +/- 0.006773024204391742,-0.000662650602409598 +/- 0.002932070728587465,0.007048192771084383 +/- 0.0012063243611144972,-0.0016867469879517593 +/- 0.0016563526608273952,0.0001204819277108804 +/- 0.0005902384922369218,-0.0006024096385541689 +/- 0.0015239892338160808,-0.0010843373493975572 +/- 0.0036023894910183147,0.01198795180722897 +/- 0.0025479862629586283,-0.0016265060240963302 +/- 0.0011445783132530073,-0.0046987951807228034 +/- 0.0016563526608274059,0.08885542168674702 +/- 0.007113792140081168,0.013795180722891598 +/- 0.0026182305797711625,0.0721686746987952 +/- 0.005895002324204867,0.005240963855421721 +/- 0.002206004026939835,0.07969879518072294 +/- 0.005455383902972742,-0.006084337349397517 +/- 0.002673097317148624,-0.004759036144578244 +/- 0.0017552773836546336,0.06331325301204824 +/- 0.0049047392215264924,3.3306690738754695e-17 +/- 0.000538811560843327,-0.003192771084337276 +/- 0.0013750255675317135,-0.0023493975903613904 +/- 0.0016265060240963796,0.0016265060240964301 +/- 0.001321187481895244,0.0016265060240964301 +/- 0.001321187481895244,0.0001204819277108693 +/- 0.00036144578313255236,-0.003493975903614388 +/- 0.0019389731252326473,-6.0240963855373586e-05 +/- 0.0008281763304137231,-0.00012048192771080268 +/- 0.0015662650602409644,-0.00012048192771080268 +/- 0.0015662650602409644,0.0 +/- 0.0,-0.00042168674698790377 +/- 0.0018082326529883837,-0.0020481927710843005 +/- 0.0012404373663839796,0.000903614457831381 +/- 0.0006172861907204633,0.0001204819277108915 +/- 0.0009254392467311732,0.0 +/- 0.0,0.0 +/- 0.0,0.046987951807228964 +/- 0.004758654857381082,-0.00036144578313250796 +/- 0.0002951192461184371,-0.00012048192771080268 +/- 0.0010007980557732647,-0.00012048192771080268 +/- 0.0010007980557732647,0.0005421686746988396 +/- 0.0009880252690877597,-0.0019277108433734536 +/- 0.0021349451983938847,0.00042168674698799257 +/- 0.0015011970836598847,-0.00018072289156623178 +/- 0.0008955463100794299,0.034457831325301246 +/- 0.004367366014552249,-0.00060240963855418 +/- 0.0009713563552166746,-0.006746987951807159 +/- 0.002117879015812897,0.0001204819277109026 +/- 0.0011366242327779039,-0.003012048192771044 +/- 0.0010080241283542926,0.0001204819277108693 +/- 0.00036144578313255236,0.0002409638554217164 +/- 0.000614339700432876,0.0002409638554217164 +/- 0.000614339700432876,0.005301204819277139 +/- 0.002810097298720622,-0.00024096385542164976 +/- 0.0013524062843761335,-0.000903614457831281 +/- 0.0014063394614371961,-0.000662650602409598 +/- 0.0011571911272469104,-0.0007228915662650271 +/- 0.0011987800447067856,-0.0010240963855421281 +/- 0.001175856704574876,-0.000903614457831281 +/- 0.0013266696111773957,0.11138554216867473 +/- 0.006996515317864999,-0.011927710843373417 +/- 0.00449027594062271,-0.015361445783132444 +/- 0.002990889539109986,-0.00307228915662644 +/- 0.0016040393922523198,0.018433734939759083 +/- 0.0046678001512796535,-0.03030120481927704 +/- 0.0018674698795180607,0.11259036144578319 +/- 0.005185273988675976,0.034518072289156654 +/- 0.00432771688088237,0.034518072289156654 +/- 0.00432771688088237,-0.03451807228915656 +/- 0.004743760752436137,0.18210843373493982 +/- 0.005765850180675446,-0.005120481927710763 +/- 0.001553469513039492,0.01445783132530123 +/- 0.0019979667411779566,0.12162650602409644 +/- 0.005240963855421695,0.47048192771084335 +/- 0.006847360114883288,0.28108433734939764 +/- 0.007304822357216445,0.19698795180722897 +/- 0.0070304069691060995
