,bvp_n_below_mean,bvp_min,hrv_lineintegral,bvp_n_sign_changes,hrv_max,scl_energy,hrv_mean,bvp_pct_5,bvp_n_above_mean,hrv_sum,bvp_skewness,hrv_iqr_5_95,hrv_pct_5,bvp_perm_entropy,bvp_lineintegral,hrv_perm_entropy,bvp_ptp,scl_kurtosis,hrv_min,hrv_pct_95,hrv_peaks,hrv_n_sign_changes,hrv_entropy,hrv_svd_entropy,bvp_sum,bvp_kurtosis,hrv_std,scr_perm_entropy,hrv_ptp,hrv_kurtosis,hrv_energy,scr_svd_entropy,hrv_rms,hrv_n_above_mean,hrv_n_below_mean,scr_entropy,scr_iqr,scr_pct_95,scr_pct_5,scr_iqr_5_95,scl_n_below_mean,scr_std,scl_perm_entropy,scl_svd_entropy,scl_pct_95,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scr_lineintegral,scr_rms,scr_peaks,scr_kurtosis,scr_skewness,scr_energy,scr_sum,scr_min,bvp_std,bvp_entropy,bvp_rms,bvp_energy,bvp_mean,scl_n_sign_changes,scl_n_above_mean,scl_lineintegral,scl_pct_5,scl_iqr_5_95,scl_iqr,bvp_pct_95,scl_min,scl_max,scl_peaks,scl_sum,scl_std,bvp_iqr,scl_skewness,scr_mean,hrv_skewness,bvp_iqr_5_95,scr_max,bvp_max,bvp_svd_entropy,scr_ptp,scl_rms,scl_entropy,hrv_iqr,scl_ptp,scl_mean,bvp_peaks
0,-0.01873963515754564 +/- 0.004493961102642931,0.007904919845218317 +/- 0.0016407763493262314,-0.0091210613598674 +/- 0.0012905049784332448,0.0 +/- 0.0,-0.005914870093974655 +/- 0.0018006077915867613,-0.0007186290768380288 +/- 0.0004975124378109431,0.0 +/- 0.0,0.0 +/- 0.0,0.01608623548922049 +/- 0.00220355239668266,0.0 +/- 0.0,0.0010503040353786574 +/- 0.0005771313714157271,0.0 +/- 0.0,0.020508568269762252 +/- 0.003012080204715402,-0.010060807075732514 +/- 0.0019746347263119588,0.0 +/- 0.0,0.004477611940298487 +/- 0.0013186136475264244,-0.0031509121061360835 +/- 0.00025332093393896183,0.00016583747927031433 +/- 0.0005555486799956243,0.0 +/- 0.0,0.006578220011055802 +/- 0.001247154690180036,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00027639579878385723 +/- 0.00027639579878385723,0.0 +/- 0.0,0.0014925373134328291 +/- 0.0008217837892381669,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.001105583195135429 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.527915975677145e-05 +/- 0.00016583747927031433,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0059701492537313165 +/- 0.001071902677151201,-0.0008291873963515717 +/- 0.0005664428284112521,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.000497512437810943 +/- 0.00016583747927031433,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.527915975677145e-05 +/- 0.0001658374792703143,0.0 +/- 0.0,0.0004422332780541716 +/- 0.00033167495854062866,0.006744057490326116 +/- 0.001255701126766224,0.0029297954671088865 +/- 0.0007437050330057297,0.0 +/- 0.0,0.0 +/- 0.0,0.0006080707573244859 +/- 0.0002976873856901315,-0.022277501381979026 +/- 0.0038062421194255515,0.004090657822001087 +/- 0.0013585633750629576,0.0 +/- 0.0,-0.0372028745163074 +/- 0.0028835381660021926,0.005914870093974544 +/- 0.0011608623548922004,-0.00464344941956889 +/- 0.002559610149870721,0.0 +/- 0.0,0.0 +/- 0.0,0.0014925373134328291 +/- 0.0009266475740320692,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0009397457158651478 +/- 0.001850820236902535,0.0006080707573244859 +/- 0.0004591831875576582,0.010558319513543347 +/- 0.001408263040669645,0.004367053620784944 +/- 0.0016666460399868731,0.0 +/- 0.0,0.010005527915975632 +/- 0.0011713443947162518,0.0013819789939192861 +/- 0.0006656492304473323,-0.004919845218352736 +/- 0.0060477017692980375
