,bvp_std,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_svd_entropy,scl_pct_5,bvp_ptp,bvp_lineintegral,bvp_pct_5,hrv_pct_5,bvp_pct_95,scl_mean,hrv_rms,bvp_skewness,scr_iqr,bvp_rms,scl_ptp,bvp_energy,scl_energy,scr_iqr_5_95,scl_pct_95,scr_kurtosis,hrv_max,scr_sum,hrv_ptp,bvp_max,bvp_iqr,hrv_pct_95,hrv_perm_entropy,scl_min,scr_svd_entropy,scl_sum,scl_skewness,scr_skewness,bvp_sum,scr_pct_95,bvp_mean,scl_n_below_mean,scr_n_above_mean,bvp_iqr_5_95,hrv_kurtosis,scr_min,scr_lineintegral,hrv_entropy,hrv_skewness,scr_perm_entropy,scl_std,scr_max,scr_pct_5,hrv_n_above_mean,scr_rms,scr_n_below_mean,scl_max,scr_entropy,scl_peaks,hrv_n_sign_changes,scr_n_sign_changes,scr_peaks,scl_kurtosis,bvp_entropy,hrv_min,hrv_n_below_mean,hrv_peaks,hrv_sum,scl_perm_entropy,scl_n_above_mean,scl_iqr_5_95,hrv_energy,scr_energy,hrv_std,scl_lineintegral,bvp_kurtosis,hrv_mean,hrv_iqr,hrv_svd_entropy,scl_rms,bvp_n_sign_changes,scr_ptp,scr_std,scl_iqr,scr_mean,scl_n_sign_changes,hrv_iqr_5_95,bvp_perm_entropy,hrv_lineintegral,bvp_peaks,scl_entropy,scl_svd_entropy
0,0.0 +/- 0.0,0.0009620523784072077 +/- 0.00032068412613577284,0.009032602886157093 +/- 0.0012971310635501263,0.011972207375734867 +/- 0.0010473499701905465,-0.0009086050240513565 +/- 0.0005879208979155837,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0004275788348476417 +/- 0.0005756456234242973,0.00026723677177975524 +/- 0.00026723677177975524,0.00016034206306786425 +/- 0.00034223005010328183,0.0 +/- 0.0,0.0002137894174238042 +/- 0.00026183749254759983,0.002725815072153892 +/- 0.0006948156066274618,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00048102618920359275 +/- 0.0004439670691030254,0.0 +/- 0.0,0.0007482629609833924 +/- 0.0005951645497413061,0.0 +/- 0.0,0.0060395510422233565 +/- 0.0008959409200556026,0.0001068947087119021 +/- 0.0002137894174238042,0.00037413148049166847 +/- 0.00034223005010327484,0.008177445216461743 +/- 0.0008297260660748105,0.0005344735435595438 +/- 0.0004140014266389327,0.0011758417958310564 +/- 0.0004659432328744949,0.0 +/- 0.0,-0.00026723677177981076 +/- 0.00026723677177981076,-0.00016034206306788645 +/- 0.0002449265470313243,-0.00026723677177981076 +/- 0.00026723677177981076,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0003206841261357174 +/- 0.00035452964087173726,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0001068947087119021 +/- 0.0002137894174238042,0.00016034206306785314 +/- 0.0002449265470312734,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.344735435595105e-05 +/- 0.00016034206306785314,0.000641368252271457 +/- 0.00039996337645898473,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.344735435595105e-05 +/- 0.00016034206306785314,0.0 +/- 0.0,0.0 +/- 0.0,0.0002137894174238042 +/- 0.00026183749254759983,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0016568679850347157 +/- 0.0005042213325524903,0.0 +/- 0.0,0.0064136825227151025 +/- 0.0010953448173126213,0.0001068947087119021 +/- 0.0002137894174238042,0.0 +/- 0.0,0.0 +/- 0.0,0.0002137894174238042 +/- 0.00026183749254759983,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007482629609834701 +/- 0.0008684167188280062,0.0016568679850347046 +/- 0.0006070452534260175,0.011010154997327593 +/- 0.0010473499701905658,0.0 +/- 0.0,0.0 +/- 0.0
