,bvp_pct_5,scl_pct_95,scl_max,bvp_lineintegral,hrv_pct_95,bvp_pct_95,scl_sum,hrv_mean,bvp_iqr_5_95,hrv_max,hrv_pct_5,bvp_min,bvp_max,hrv_rms,hrv_energy,scl_rms,scr_sum,bvp_std,bvp_ptp,scr_svd_entropy,scl_n_below_mean,scr_n_below_mean,scr_pct_95,scr_energy,scr_skewness,hrv_min,scl_kurtosis,hrv_n_above_mean,hrv_std,hrv_entropy,hrv_skewness,scr_perm_entropy,bvp_sum,scl_n_above_mean,scl_perm_entropy,bvp_mean,scr_entropy,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,scr_peaks,scl_peaks,bvp_entropy,scr_min,scr_n_sign_changes,scr_pct_5,bvp_energy,scl_skewness,bvp_n_above_mean,scr_n_above_mean,scr_kurtosis,hrv_n_below_mean,hrv_perm_entropy,scl_iqr,bvp_svd_entropy,scr_mean,hrv_iqr_5_95,bvp_rms,hrv_sum,scr_rms,bvp_n_sign_changes,scl_lineintegral,hrv_iqr,scr_std,scr_ptp,bvp_skewness,scr_max,scl_ptp,scr_iqr_5_95,bvp_kurtosis,scl_iqr_5_95,hrv_ptp,scr_lineintegral,scl_std,scl_mean,hrv_svd_entropy,scl_energy,scr_iqr,hrv_lineintegral,bvp_n_below_mean,scl_min,bvp_iqr,scl_n_sign_changes,scl_pct_5,bvp_perm_entropy,scl_entropy,bvp_peaks,scl_svd_entropy
0,-0.007236842105263197 +/- 0.0016773090505239501,-0.01990131578947373 +/- 0.0021381578947368206,-0.02132675438596495 +/- 0.0029057017543859614,0.004605263157894712 +/- 0.0013020111937541458,0.005153508771929794 +/- 0.00110196004617552,0.004660087719298189 +/- 0.0015163724436336996,-0.02669956140350881 +/- 0.0020955608392123353,0.0018640350877192735 +/- 0.0013473909788864558,0.00723684210526313 +/- 0.0019274556832507602,0.00740131578947365 +/- 0.0013706140350877006,0.004550438596491191 +/- 0.0014095351022129772,-0.0011513157894737168 +/- 0.0008651169867357428,0.007839912280701722 +/- 0.0020076571736404075,0.005263157894736792 +/- 0.0011552251921987653,0.004769736842105243 +/- 0.0015516416335619378,-0.03015350877192984 +/- 0.0026746295872040553,0.0012609649122806489 +/- 0.0008511060688738961,-0.004166666666666707 +/- 0.0017543859649122898,-0.004331140350877227 +/- 0.0013305549451218877,0.0015899122807017108 +/- 0.0009320175438596377,-1.1102230246251566e-17 +/- 0.0004903657845394167,0.0002192982456140302 +/- 0.0004385964912280604,0.00043859649122802714 +/- 0.0012453746372368985,-0.0009320175438596867 +/- 0.001097860986540624,-0.0010964912280702066 +/- 0.0006486929586732219,0.003015350877192946 +/- 0.002182678644451149,-0.003289473684210542 +/- 0.0006005729797205533,-0.000328947368421062 +/- 0.00026858440162097014,-0.0032346491228070428 +/- 0.0008991896637530908,-0.005263157894736881 +/- 0.001648387760786513,-0.000657894736842124 +/- 0.0005904785972735369,-0.001315789473684248 +/- 0.0006105004783805022,0.0 +/- 0.0,0.001096491228070129 +/- 0.0007753363828799612,-0.00202850877192986 +/- 0.0009190271170087792,0.0005482456140350922 +/- 0.00024518289226969594,0.000164473684210531 +/- 0.00025123770257434047,-0.0001644736842105421 +/- 0.0005509800230877583,-0.000328947368421062 +/- 0.00055910301684133,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.000164473684210531 +/- 0.00025123770257434047,0.0 +/- 0.0,0.00148026315789469 +/- 0.0008150256988661364,-0.0015350877192982892 +/- 0.0006393587603997222,-0.0007127192982456342 +/- 0.0005509800230877838,-0.04671052631578952 +/- 0.0030994065844523098,0.00021929824561404133 +/- 0.00026858440162097014,-0.004769736842105299 +/- 0.001492396665440396,-0.000822368421052655 +/- 0.0003677743384045812,0.00021929824561400801 +/- 0.0007830513627788062,-0.006853070175438636 +/- 0.0013923711731579184,-0.007949561403508809 +/- 0.0017891632535176278,0.003563596491228049 +/- 0.0009883638364758809,-0.004989035087719318 +/- 0.0011087581368507,0.0030153508771929237 +/- 0.0015360664173379296,-0.0002741228070175739 +/- 0.0019956441582457546,0.0004934210526315597 +/- 0.000963727841625362,-0.001535087719298267 +/- 0.001847839862538667,0.003344298245614008 +/- 0.0015974563908260609,-0.0028508771929824815 +/- 0.0008422308934066263,-0.004440789473684248 +/- 0.0016346547714776007,0.0013706140350876693 +/- 0.0008924791993475629,-0.004989035087719351 +/- 0.001758663918020348,-0.00010964912280704286 +/- 0.0018315014351414454,-0.0012609649122807265 +/- 0.0009511705906193823,0.005153508771929794 +/- 0.0013912913969791072,0.00405701754385962 +/- 0.001592745509466442,-0.005921052631578982 +/- 0.0012210009567609724,-0.005043859649122839 +/- 0.0010049508102973619,0.000383771929824539 +/- 0.0009511705906193618,0.008004385964912254 +/- 0.0009558988911273283,-0.030701754385964942 +/- 0.003081901167227033,-0.005537280701754399 +/- 0.001724143113324166,-0.03887061403508775 +/- 0.0028429588075579476,0.003344298245614019 +/- 0.0006692190578801563,-0.008662280701754422 +/- 0.001958395953891646,-0.041392543859649175 +/- 0.002597666171158384,-0.03426535087719301 +/- 0.00230328415982456,-0.0017543859649123195 +/- 0.0008771929824561388,5.482456140351033e-05 +/- 0.000164473684210531,-0.03925438596491233 +/- 0.0022093686052203996,0.00992324561403506 +/- 0.0017241431133241784,-0.01885964912280704 +/- 0.0023796638612073114,0.02538377192982453 +/- 0.002500985685955503,-0.021710526315789503 +/- 0.002538560724296109
