,bvp_rms,bvp_std,scr_rms,hrv_sum,hrv_mean,bvp_lineintegral,hrv_pct_5,hrv_pct_95,hrv_std,scr_std,scr_lineintegral,scr_mean,scr_sum,hrv_svd_entropy,hrv_entropy,scl_lineintegral,scl_ptp,scr_energy,scl_iqr_5_95,hrv_iqr_5_95,scl_entropy,scl_std,scl_min,hrv_n_above_mean,bvp_kurtosis,bvp_pct_5,bvp_n_sign_changes,bvp_max,hrv_perm_entropy,bvp_iqr_5_95,bvp_min,scl_energy,scl_perm_entropy,scl_kurtosis,scl_n_below_mean,scl_n_above_mean,scr_pct_5,scl_pct_95,scr_n_sign_changes,bvp_sum,bvp_mean,scl_peaks,scr_skewness,scl_pct_5,bvp_svd_entropy,scl_max,bvp_entropy,hrv_n_sign_changes,bvp_pct_95,scr_min,scr_n_above_mean,scr_n_below_mean,bvp_skewness,scr_kurtosis,scl_rms,scr_entropy,bvp_ptp,hrv_kurtosis,scl_skewness,hrv_peaks,scr_perm_entropy,scl_iqr,scl_sum,scl_mean,hrv_skewness,scr_peaks,scr_iqr,scr_max,scr_ptp,scr_iqr_5_95,scr_pct_95,hrv_n_below_mean,bvp_iqr,scr_svd_entropy,bvp_perm_entropy,bvp_energy,scl_n_sign_changes,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,scl_svd_entropy,hrv_min,hrv_iqr,hrv_ptp,hrv_lineintegral,hrv_rms,hrv_energy,hrv_max
0,0.31138750690989503 +/- 0.008295742602226907,0.5190713101160862 +/- 0.009873173631559847,-0.0028192371475953435 +/- 0.0028558521510424393,0.39469320066334995 +/- 0.008861923461515429,0.39469320066334995 +/- 0.008861923461515429,-0.02559425096738529 +/- 0.0023065390873438334,0.18767274737423992 +/- 0.006766900750614638,0.20331674958540633 +/- 0.007202431166347088,0.01525704809286903 +/- 0.004018304443424249,0.010060807075732514 +/- 0.0019276501685088574,0.00619126589275848 +/- 0.001479169503621885,0.009231619679380942 +/- 0.0015047714304937687,0.009231619679380942 +/- 0.0015047714304937687,0.0035378662244334056 +/- 0.0036265825244570144,0.020508568269762318 +/- 0.0024025775358873,-0.002321724709784401 +/- 0.0007739082365948002,0.0013819789939192861 +/- 0.0008291873963515718,0.0 +/- 0.0,-0.0017136539524599149 +/- 0.000627850563383112,0.039137645107794404 +/- 0.003360681957671773,-0.023493642896627975 +/- 0.0022283741703423197,0.0013266998341625146 +/- 0.000789544325985939,0.0031509121061359725 +/- 0.0017136539524599146,0.04499723604201218 +/- 0.003701640473805004,0.0051409618573797665 +/- 0.0017313941142472215,-0.00961857379767823 +/- 0.0022818980033775787,0.0034825870646766123 +/- 0.0027086788280818227,-0.01188501934770586 +/- 0.0036016398295769707,0.012050856826976286 +/- 0.001071902677151201,-0.017578772802653374 +/- 0.002152340777659719,-0.000995024875621886 +/- 0.0005416229392555371,0.0 +/- 0.0,0.002598120508568258 +/- 0.001079006152346216,0.0005527915975677145 +/- 0.0013312984608946645,0.0016030956329463719 +/- 0.0011713443947162518,0.0016030956329463719 +/- 0.0011713443947162518,0.000497512437810943 +/- 0.00016583747927031433,0.0 +/- 0.0,0.000497512437810943 +/- 0.0009066456311142428,-0.0002211166390270858 +/- 0.0008273427057543227,-0.0002211166390270858 +/- 0.0008273427057543227,0.0 +/- 0.0,-0.0005527915975677145 +/- 0.0012111057103486207,-0.0010503040353786574 +/- 0.0005215025501413245,0.0007186290768380288 +/- 0.0019938848863318244,0.0008291873963515717 +/- 0.0016629750090095363,0.0 +/- 0.0,0.0 +/- 0.0,-0.016417910447761152 +/- 0.003425970244852681,0.0 +/- 0.0,-0.0001105583195135429 +/- 0.000644660242658405,-0.0001105583195135429 +/- 0.000644660242658405,0.00016583747927031433 +/- 0.0002533209339389618,0.0028745163073521152 +/- 0.0008844665561083432,-0.00016583747927031433 +/- 0.0002533209339389618,0.0 +/- 0.0003496161039434345,-0.008236594803758945 +/- 0.0029297954671088865,-0.00033167495854062866 +/- 0.0005066418678779237,0.0002211166390270858 +/- 0.0011648041738919503,0.0016030956329463719 +/- 0.0009066456311142427,0.004864566058595932 +/- 0.001673050961904022,0.0 +/- 0.0,-0.0005527915975677145 +/- 0.0003496161039434345,-0.0005527915975677145 +/- 0.0003496161039434345,0.0059148700939746 +/- 0.0016220454119537393,0.0 +/- 0.0,-0.0006080707573244859 +/- 0.00016583747927031433,-0.001105583195135429 +/- 0.0002472159179104234,-0.0011608623548922004 +/- 0.00016583747927031433,0.0 +/- 0.0,0.0005527915975677145 +/- 0.0002472159179104234,0.04145936981757879 +/- 0.00711363535307701,0.04521835268103926 +/- 0.00403802816312871,0.004698728579325595 +/- 0.0013596875485073602,0.0007186290768380288 +/- 0.0006564036532359239,0.038750690989497 +/- 0.003150912106135972,0.00624654505251524 +/- 0.0009266475740321104,0.006854615809839748 +/- 0.004492260841107819,0.0114427860696518 +/- 0.002872921273673018,0.0114427860696518 +/- 0.002872921273673018,0.12288557213930348 +/- 0.004217549930395221,0.15113322277501387 +/- 0.0073052199167194356,-0.0014372581536760576 +/- 0.0008981800336800357,-0.004090657822001087 +/- 0.0018697108375110765,0.02631288004422332 +/- 0.002606926726932348,0.3701492537313433 +/- 0.010544273315702695,0.1526257600884467 +/- 0.00859746448332868,0.1391376451077944 +/- 0.006939901679369705
