,hrv_pct_95,hrv_mean,hrv_max,hrv_perm_entropy,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_kurtosis,hrv_skewness,hrv_n_above_mean,hrv_energy,hrv_peaks,hrv_min,hrv_std,hrv_iqr,hrv_ptp,hrv_rms,hrv_pct_5,hrv_iqr_5_95,hrv_entropy,hrv_svd_entropy,hrv_lineintegral
0,0.01151615575807784 +/- 0.001976281763359848,0.0035625517812758467 +/- 0.0021461199415059857,-0.0030240265120132894 +/- 0.003401143044756586,-0.007125103562551827 +/- 0.003286965107684721,-0.003272576636288349 +/- 0.0014522409397645672,-0.000579950289975173 +/- 0.002381128063496245,0.0 +/- 0.0,0.007166528583264253 +/- 0.0019345972541566882,-0.004888152444076277 +/- 0.0034450079347625117,-0.0012427506213753326 +/- 0.001707997359410796,-0.002029826014913039 +/- 0.0023172106497012434,-0.009652029826014952 +/- 0.0019434472420447272,-0.00973487986743996 +/- 0.0038382466892786966,-0.006959403479701776 +/- 0.0015254310388999148,0.0012427506213752771 +/- 0.0031439380217084096,-0.00020712510356259983 +/- 0.003294526454139791,-0.004308202154101115 +/- 0.0021935712170461736,-0.005923777961889009 +/- 0.0041880265707952705,0.0014084507042253168 +/- 0.0032417560143353564,-0.002402651201325634 +/- 0.0028926413007615967,-0.0038939519469760042 +/- 0.0023227582052818747,0.03869096934548464 +/- 0.006077489622234731
