,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_rms,hrv_min,hrv_lineintegral,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_pct_95,hrv_iqr,hrv_energy,hrv_svd_entropy,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_ptp,hrv_iqr_5_95,hrv_entropy
0,0.18228643216080406 +/- 0.004887313229651495,0.18228643216080406 +/- 0.004887313229651495,0.12533500837520944 +/- 0.004872939804717583,0.11871859296482419 +/- 0.008170122995977117,0.11695979899497491 +/- 0.004782127213737253,0.11603852596314912 +/- 0.0035108514101713758,0.09878559463986605 +/- 0.007139712490428953,0.07382747068676723 +/- 0.005385754566688738,0.07332495812395315 +/- 0.007428602989509797,0.053308207705192664 +/- 0.00392854460062668,0.05033500837520945 +/- 0.006116770397490856,0.03144891122278063 +/- 0.0056817324140274305,0.02399497487437189 +/- 0.0042830414618431996,0.019262981574539408 +/- 0.005838668361116706,0.008291457286432213 +/- 0.003800352195825269,0.007830820770519286 +/- 0.0015334868863987076,0.004815745393634896 +/- 0.0014775777859612604,0.0005443886097152961 +/- 0.00042084906286100833,0.0 +/- 0.0,-0.005276381909547689 +/- 0.0045496739884559574,-0.014321608040200962 +/- 0.003753925432330829,-0.01917922948073696 +/- 0.004817747744813949
