,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_rms,hrv_min,hrv_lineintegral,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_pct_95,hrv_iqr,hrv_energy,hrv_svd_entropy,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_ptp,hrv_iqr_5_95,hrv_entropy
0,0.28483844241922124 +/- 0.007862464566109898,0.28483844241922124 +/- 0.007862464566109898,0.2321872410936205 +/- 0.009688939530007951,0.13425849212924604 +/- 0.005906371259990155,0.003769676884838413 +/- 0.0065536687026190085,0.21238608119304053 +/- 0.011192500923728827,0.1363711681855841 +/- 0.006499373208767248,-0.019179784589892324 +/- 0.004708805992868418,0.08028169014084503 +/- 0.005739421296476543,0.019552609776304852 +/- 0.004837335733884012,-0.03326429163214585 +/- 0.006874681571124574,0.06677713338856667 +/- 0.0038362342677018073,0.1350041425020712 +/- 0.007142543347193474,0.016155758077879 +/- 0.0033140016570008327,0.001988400994200479 +/- 0.0030821997079931024,-0.010687655343827717 +/- 0.002206052519584817,0.0007870753935376506 +/- 0.001999159654020483,8.285004142499774e-05 +/- 0.0005799502899751348,0.0 +/- 0.0,0.0021126760563380032 +/- 0.0016198189557594927,0.051035625517812724 +/- 0.0033490278262481637,0.002651201325600638 +/- 0.002224643178475166
