,hrv_iqr,hrv_max,hrv_pct_95,hrv_lineintegral,hrv_svd_entropy,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_perm_entropy,hrv_ptp,hrv_n_below_mean,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_energy,hrv_std,hrv_entropy,hrv_rms,hrv_pct_5,hrv_min
0,0.04015473887814317 +/- 0.0030986436200388092,-0.03365570599613149 +/- 0.0026180153679982643,0.003752417794970997 +/- 0.00565392759535655,0.043907156673114144 +/- 0.006872936784546433,0.01748549323017411 +/- 0.005172191849395213,-0.0008510638297872131 +/- 0.0016394290213088618,0.0031334622823984914 +/- 0.0013561739375596055,0.008162475822050319 +/- 0.000837772062967435,-0.010909090909090868 +/- 0.0018536400078469563,0.008858800773694409 +/- 0.0012648187794407678,-0.003249516441005784 +/- 0.0009348584892529568,-0.01292069632495162 +/- 0.001652159110565783,-0.011102514506769823 +/- 0.0020764002940533402,7.7369439071584e-05 +/- 0.0015062222308651482,0.0 +/- 0.0,-0.01980657640232105 +/- 0.0023645194259088614,-0.004061895551257211 +/- 0.0010271503324836783,-0.0027079303675048073 +/- 0.0007133109831561194,0.006615087040618995 +/- 0.0016453516687146507,-0.00711798839458414 +/- 0.0015101912027808966,0.05953578336557064 +/- 0.005339192060081256,0.020657640232108344 +/- 0.006551780053025812
