,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_rms,hrv_min,hrv_lineintegral,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_pct_95,hrv_iqr,hrv_energy,hrv_svd_entropy,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_ptp,hrv_iqr_5_95,hrv_entropy
0,0.27106382978723403 +/- 0.00590002216539081,0.27106382978723403 +/- 0.00590002216539081,0.19613152804642167 +/- 0.006468566333796047,0.14437137330754352 +/- 0.008776914115213872,0.1632882011605416 +/- 0.006683506050757106,0.14294003868471955 +/- 0.005769732221354092,0.18348162475822055 +/- 0.005565896359676802,0.10251450676982592 +/- 0.005813014702131326,0.12444874274661513 +/- 0.00650559215832233,-0.023094777562862646 +/- 0.0037786476815640313,-0.0058800773694390514 +/- 0.0037498246239234478,0.14069632495164414 +/- 0.0070296639323363126,0.006073500967118006 +/- 0.001528413637534886,-0.005531914893617007 +/- 0.004280040726489316,-0.016402321083172133 +/- 0.002230334283233967,0.002823984526112189 +/- 0.001773178589766468,0.002746615087040627 +/- 0.001826394063305681,-0.0004642166344293819 +/- 0.000769816198921944,0.0 +/- 0.0,0.005067698259187669 +/- 0.0006344765751201738,0.16793036750483561 +/- 0.005441910273364543,-0.02947775628626691 +/- 0.0017283023523163561
