,hrv_pct_95,hrv_mean,hrv_max,hrv_perm_entropy,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_kurtosis,hrv_skewness,hrv_n_above_mean,hrv_energy,hrv_peaks,hrv_min,hrv_std,hrv_iqr,hrv_ptp,hrv_rms,hrv_pct_5,hrv_iqr_5_95,hrv_entropy,hrv_svd_entropy,hrv_lineintegral
0,-0.015649009300444848 +/- 0.0021704386413780186,0.0028710068742417772 +/- 0.0020415536694483117,-0.02272543469470284 +/- 0.003687509297267451,0.005499393449251866 +/- 0.002186575953836758,-0.0035179943388597423 +/- 0.0039039759863606365,-0.01059441973311771 +/- 0.0019460104190078644,0.0 +/- 0.0,0.0003234937323088882 +/- 0.002812024043787107,-0.009583501819652307 +/- 0.003037063927315079,-0.0023048928427012337 +/- 0.0017065060934904391,-0.0024262029923170724 +/- 0.001762595610004338,-0.008127780024262055 +/- 0.0014060120218935459,-0.011969268095430707 +/- 0.0028027049658169764,-0.003315810756166648 +/- 0.002153421262546611,0.001213101496158464 +/- 0.00279569527172562,-0.004326728669632085 +/- 0.0030531729366781585,-0.006874241811564941 +/- 0.003042174342709896,-0.01370804690659123 +/- 0.0027630441254923436,0.00044480388192474907 +/- 0.002388506174787299,-0.0048524059846341006 +/- 0.0017532942489833028,-0.03319854427820466 +/- 0.0029958667920730233,-0.039991912656692316 +/- 0.005748417403927277
