,hrv_sum,hrv_mean,hrv_max,hrv_n_below_mean,hrv_rms,hrv_min,hrv_lineintegral,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_pct_95,hrv_iqr,hrv_energy,hrv_svd_entropy,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_ptp,hrv_iqr_5_95,hrv_entropy
0,0.07576969212315075 +/- 0.008299450841570251,0.07576969212315075 +/- 0.008299450841570251,0.0448220711715314 +/- 0.009673237710627738,0.05353858456617354 +/- 0.008128562640698066,0.16481407437025192 +/- 0.009204662177355098,0.01447421031587367 +/- 0.005815714621535919,0.0591363454618153 +/- 0.005985460189570879,0.07373050779688127 +/- 0.005379892264391587,0.08212714914034389 +/- 0.00709916005436742,0.04602159136345464 +/- 0.007925411045357059,0.0736505397840864 +/- 0.004298234194442744,0.05301879248300684 +/- 0.008307056230234674,0.0013594562175130332 +/- 0.00047980807676930584,0.020911635345861677 +/- 0.0023249247117323826,0.0005997600959616323 +/- 0.0015817705273772503,-0.0024390243902438604 +/- 0.0007469628825377821,-0.0005197920831667036 +/- 0.0015178131064456,-0.00035985605757697935 +/- 0.0002798880447820951,0.0 +/- 0.0,0.038064774090363865 +/- 0.007167739573065665,0.01643342662934828 +/- 0.0048984895631988,0.003638544582167158 +/- 0.0010646562939379722
