,hrv_iqr,hrv_max,hrv_pct_95,hrv_lineintegral,hrv_svd_entropy,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_perm_entropy,hrv_ptp,hrv_n_below_mean,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_energy,hrv_std,hrv_entropy,hrv_rms,hrv_pct_5,hrv_min
0,0.0058710667689946035 +/- 0.0016011240249443543,0.03561013046815037 +/- 0.005523044466714382,-0.005832693783576393 +/- 0.0019626572298610152,0.07513430544896389 +/- 0.008015821824894258,0.030928626247121983 +/- 0.004459198479304357,0.0016116653875671183 +/- 0.0018783174597882485,0.010245587106676867 +/- 0.0014866746452655846,-0.0014965464313123956 +/- 0.0014198004604758247,0.004451266308518742 +/- 0.0025057295038088405,0.007674597083653067 +/- 0.0021296142633172115,-0.0008825786646201594 +/- 0.0011128165771297053,-0.003722179585571794 +/- 0.0008925328741069073,0.0007290867229469922 +/- 0.0019220997369713256,0.008979278587874095 +/- 0.0023353989339528754,0.0 +/- 0.0,0.003261703760552526 +/- 0.0023482887614419486,0.0013430544896392393 +/- 0.002068229160124616,-0.005909439754412949 +/- 0.0007519538734560605,-0.001151189562548005 +/- 0.0025221299654880924,0.008749040675364505 +/- 0.002515114291354405,0.015579432079815759 +/- 0.005513438236580746,0.10257099002302375 +/- 0.009855285368760335
