,hrv_pct_95,hrv_mean,hrv_max,hrv_perm_entropy,hrv_sum,hrv_n_below_mean,hrv_n_sign_changes,hrv_kurtosis,hrv_skewness,hrv_n_above_mean,hrv_energy,hrv_peaks,hrv_min,hrv_std,hrv_iqr,hrv_ptp,hrv_rms,hrv_pct_5,hrv_iqr_5_95,hrv_entropy,hrv_svd_entropy,hrv_lineintegral
0,-0.00723172628304819 +/- 0.0036231719307066017,-0.001399688958009304 +/- 0.0017230575276952033,-0.005132192846034178 +/- 0.0026358400088146742,0.00038880248833593755 +/- 0.0028358604243873178,-0.006065318818040399 +/- 0.0019840358976940978,0.0036936236391913236 +/- 0.0015673129370720343,0.0 +/- 0.0,-0.0013996889580093152 +/- 0.0016786184405072255,0.002566096423017139 +/- 0.0021731242010081123,-0.00027216174183510857 +/- 0.0022066039850175507,-0.006026438569206816 +/- 0.002014657295183774,0.00031104199066873673 +/- 0.001096946810238406,-0.0076982892690512835 +/- 0.002647285308016971,-0.00482115085536543 +/- 0.002398000613547337,0.0014385692068429434 +/- 0.001944401205295476,-0.0017884914463452417 +/- 0.0031548153616019867,-0.0050933125972005945 +/- 0.0019319219671547166,-0.008320373250388768 +/- 0.003091896633292539,-0.0017496111975116358 +/- 0.0016518387081063816,-0.006143079315707578 +/- 0.001780019151206789,-0.027527216174183477 +/- 0.004833676599664106,0.014346811819595674 +/- 0.005688885945428388
