,hrv_iqr,hrv_max,hrv_pct_95,hrv_lineintegral,hrv_svd_entropy,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_perm_entropy,hrv_ptp,hrv_n_below_mean,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_energy,hrv_std,hrv_entropy,hrv_rms,hrv_pct_5,hrv_min
0,0.10113065326633167 +/- 0.0036900853182680266,0.05724455611390282 +/- 0.009576805647298226,0.037353433835845884 +/- 0.00246179873646552,0.030862646566164175 +/- 0.00761879406257938,0.02902010050251256 +/- 0.0047342162845932885,0.02646566164154105 +/- 0.004186767085410378,0.02608877721943047 +/- 0.004564489112227801,0.017922948073701817 +/- 0.0019444198938431932,0.012144053601340021 +/- 0.002110486292856634,0.011725293132328295 +/- 0.0017567987406535137,0.008333333333333314 +/- 0.0009988995344955248,0.002638190954773856 +/- 0.0009373127841540771,0.002386934673366814 +/- 0.001487041951806073,0.0013400335008374898 +/- 0.0012534865617333068,0.0 +/- 0.0,-0.0030988274706867935 +/- 0.0018463490523491352,-0.00720268006700171 +/- 0.0013215857485811932,-0.009212730318257988 +/- 0.0013504619343883578,-0.009715242881072051 +/- 0.002023960799597075,-0.011180904522613088 +/- 0.0028031939650217073,-0.015033500837520974 +/- 0.005092547423822323,-0.0660385259631491 +/- 0.002668591954163292
