,hrv_iqr,hrv_max,hrv_pct_95,hrv_lineintegral,hrv_svd_entropy,hrv_iqr_5_95,hrv_mean,hrv_sum,hrv_perm_entropy,hrv_ptp,hrv_n_below_mean,hrv_peaks,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_energy,hrv_std,hrv_entropy,hrv_rms,hrv_pct_5,hrv_min
0,0.007532251352476061 +/- 0.0016588540514352647,0.004744069912609205 +/- 0.005297333879640303,0.03129421556387846 +/- 0.003669647554731357,-0.0065334997919267775 +/- 0.007072164313742105,0.008531002913025365 +/- 0.00667457966389741,0.017353308364544285 +/- 0.0017952271835308432,0.008863920099875156 +/- 0.0019523435881381448,0.0019142738243861479 +/- 0.0010395335827546174,0.008614232209737793 +/- 0.003486949965628654,-0.0027881814398668546 +/- 0.005754419645135592,0.005701206824802319 +/- 0.001823937328407091,-0.013691219309196877 +/- 0.0017203517776607888,-0.002621722846441987 +/- 0.002317379241335965,-0.003329171868497738 +/- 0.0014415737058417464,0.0 +/- 0.0,-0.00819808572617563 +/- 0.0023981738716977057,0.005617977528089868 +/- 0.0011510043017843813,0.003495630461922583 +/- 0.0017077223910680912,0.009113607990012474 +/- 0.0019996693760689064,0.021057012068247994 +/- 0.004112066359395962,0.01947565543071158 +/- 0.005545220209776086,-0.004744069912609272 +/- 0.005623985320524729
