,accy_iqr_5_95,accy_pct_95,accz_perm_entropy,accx_iqr_5_95,accy_std,accx_svd_entropy,accy_n_sign_changes,accz_peaks,accx_pct_5,accz_energy,accx_max,accz_pct_95,accy_n_above_mean,accy_kurtosis,accx_lineintegral,accx_peaks,accy_skewness,accy_entropy,accx_entropy,accx_pct_95,accz_skewness,accz_sum,accy_svd_entropy,accx_std,accz_n_above_mean,accx_skewness,accz_kurtosis,accx_n_below_mean,accy_rms,accy_lineintegral,accy_n_below_mean,accz_mean,accz_rms,accz_n_below_mean,accx_n_above_mean,accz_ptp,accy_peaks,accx_iqr,accz_entropy,accz_min,accy_energy,accx_min,accx_n_sign_changes,accx_ptp,accy_max,accz_std,accy_min,accy_iqr,accx_kurtosis,accz_lineintegral,accz_iqr_5_95,accz_pct_5,accz_svd_entropy,accy_ptp,accz_iqr,accz_n_sign_changes,accy_sum,accx_rms,accx_mean,accy_perm_entropy,accx_energy,accx_sum,accz_max,accx_perm_entropy,accy_mean,accy_pct_5
0,0.009867060561299911 +/- 0.00149004670167426,0.011048744460856774 +/- 0.002538558470775861,0.009985228951255587 +/- 0.0029947003598166538,0.0009748892171344114 +/- 0.0009252856581013733,0.007474150664697243 +/- 0.0014774002658848092,0.0006203840472673528 +/- 0.0010523789146562354,0.002067946824224509 +/- 0.001031861104671958,0.0018611521418020582 +/- 0.0014475627769571563,-0.0007976366322008821 +/- 0.0011214329628420803,0.0014180206794682348 +/- 0.0010635155096011763,-0.006292466765140292 +/- 0.0013411591684273096,0.008330871491875991 +/- 0.0014877020161907365,-0.0005022156573116666 +/- 0.000886755156266089,8.862629246676468e-05 +/- 0.0005125362355361117,0.011580502215657363 +/- 0.0016701085997166908,0.00451994091580502 +/- 0.0007821685255464847,-0.002747415066469705 +/- 0.001152141802067941,-0.0003545051698670587 +/- 0.0004538343130202995,-0.002954209748892156 +/- 0.0006864963095197749,0.0008567208271787252 +/- 0.0011923448195338528,-0.0010339734121122546 +/- 0.0006896672100400999,0.00596750369276221 +/- 0.0016437728500140467,0.002008862629246666 +/- 0.0012795514226119705,-0.0003840472673559803 +/- 0.000747946168459208,0.0004431314623338234 +/- 0.0007266395200146989,2.954209748892156e-05 +/- 0.0011322757989209278,-0.0009748892171344114 +/- 0.0003748471946957003,0.0015657311669128426 +/- 0.0005455298467538935,-0.0002067946824224509 +/- 0.0013346359820474397,0.005819793205317614 +/- 0.0008360987709356346,-0.00047267355982274497 +/- 0.0006890341973229271,0.0016248153618906858 +/- 0.0017981893995312405,-0.001063515509601176 +/- 0.0008271787296898037,0.0005908419497784312 +/- 0.0005116841381296508,0.00047267355982274497 +/- 0.0005636272977352678,0.007001477104874509 +/- 0.0010978377652030894,0.002304283604135882 +/- 0.0007212145120078959,0.0015361890694239211 +/- 0.0008014570142540895,8.862629246676468e-05 +/- 0.0007821685255464494,0.006528803545051731 +/- 0.0017096172875900313,-2.954209748892156e-05 +/- 0.001242525308408448,0.003692762186115195 +/- 0.0010994265326988656,0.0005612998522895096 +/- 0.0007290376767653176,-0.001270310192023627 +/- 0.000886755156266089,0.009512555391432854 +/- 0.0021130345337958727,0.0020974889217134306 +/- 0.0007169666823935914,0.0034564254062038335 +/- 0.0017529694179198698,0.0008271787296898036 +/- 0.0013132118623865733,-0.0018906942392909799 +/- 0.0006762495209606817,0.008774002954209815 +/- 0.0010573429936882237,-0.0025701624815361755 +/- 0.0008041747467542764,0.0031610044313146067 +/- 0.0012675591109556762,0.004254062038404727 +/- 0.0010335512959844292,-0.002629246676514019 +/- 0.0008192274519268523,0.003633677991137352 +/- 0.0006061531618517898,0.00047267355982274497 +/- 0.0010585803761990443,0.005347119645494847 +/- 0.0017648776403242706,0.002156573116691274 +/- 0.0008041747467542764,0.0042540620384047155 +/- 0.000926699387967995,0.00227474150664696 +/- 0.0013922448056659519,-0.00227474150664696 +/- 0.0006743109134719804,0.006794682422452058 +/- 0.001065155472810648,0.002895125553914313 +/- 0.0013198409396566358,0.009867060561299911 +/- 0.0019426035122922906,0.0014180206794682348 +/- 0.0021171607523980886,0.003692762186115195 +/- 0.000999641023083518
