,bvp_peaks,bvp_kurtosis,bvp_max,bvp_perm_entropy,bvp_skewness,bvp_ptp,bvp_mean,bvp_min,bvp_sum,bvp_entropy,bvp_iqr,bvp_lineintegral,bvp_rms,bvp_n_sign_changes,bvp_energy,bvp_iqr_5_95,bvp_std,bvp_pct_95,bvp_pct_5,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy
0,0.010698159083014936 +/- 0.0034060856331035337,0.008440430705105927 +/- 0.001432552318673232,0.005349079541507451 +/- 0.0022142934978130234,0.0019451198332754549 +/- 0.003314167542028925,0.0017714484195901381 +/- 0.0023063668358505062,0.0015630427231677513 +/- 0.0015707424876130578,0.00041681139284474036 +/- 0.0006174501158260166,0.00013893713094823568 +/- 0.0016744662442784077,3.473428273705892e-05 +/- 0.00024313997915941242,0.0 +/- 0.0,-0.0008336227856894807 +/- 0.0022574611753069743,-0.002188259812434856 +/- 0.001694876401355455,-0.0022924626606460443 +/- 0.0016527095871302967,-0.002396665508857254 +/- 0.0017189083753606914,-0.0032997568600208528 +/- 0.0013385098206319872,-0.003924973949287936 +/- 0.0016516142310481065,-0.004341785342132675 +/- 0.001391540508788466,-0.005731156651615133 +/- 0.0026645972093102695,-0.006113233761722825 +/- 0.0015314628471725412,-0.007849947898575882 +/- 0.0034914433825992503,-0.013303230288294532 +/- 0.006188261216155164,-0.03945814518930184 +/- 0.0037092571237825624
