,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,bvp_min,bvp_max,bvp_kurtosis,bvp_std,bvp_mean,bvp_sum,bvp_pct_95,bvp_rms,bvp_entropy,bvp_ptp,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_energy,bvp_perm_entropy,bvp_iqr
0,-0.0015822784810126333 +/- 0.008118099720829986,0.00031645569620257773 +/- 0.0014705009610637436,0.08315752461322086 +/- 0.0033917871982719183,-0.01768635724331923 +/- 0.002327324999067909,-0.010724331926863551 +/- 0.005427337918577059,-0.004078762306610384 +/- 0.001801160123047223,0.0014064697609001864 +/- 0.0006483505244228493,0.00017580872011252469 +/- 0.00017580872011252469,-0.0009142053445850284 +/- 0.00032226270709956046,0.06533052039381156 +/- 0.0018257039361107223,0.01954992967651197 +/- 0.002401318013918969,0.0 +/- 0.0,0.03305203938115334 +/- 0.0039749881184423476,0.0007735583684951308 +/- 0.0024350618415163025,0.016455696202531678 +/- 0.0031559501648828147,-0.001758087201125147 +/- 0.0024411469701420205,0.007348804500703266 +/- 0.0031896566726235254,-0.0028481012658227558 +/- 0.0020103786721410266,-0.00770042194092826 +/- 0.0035247785023931892,-0.0082278481012658 +/- 0.0009329464951773311,0.010302390998593546 +/- 0.005004962711691983,-0.011251758087201103 +/- 0.006389383301547036
