,bvp_peaks,bvp_kurtosis,bvp_max,bvp_perm_entropy,bvp_skewness,bvp_ptp,bvp_mean,bvp_min,bvp_sum,bvp_entropy,bvp_iqr,bvp_lineintegral,bvp_rms,bvp_n_sign_changes,bvp_energy,bvp_iqr_5_95,bvp_std,bvp_pct_95,bvp_pct_5,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy
0,0.06905766526019684 +/- 0.005652626290888493,-0.010829817158931143 +/- 0.0026490588188238158,-0.0059423347398031455 +/- 0.0026333775447753443,0.05559071729957803 +/- 0.0035036697478228033,0.004571026722925397 +/- 0.002097951320699906,-0.01104078762306615 +/- 0.0026462570636043257,-0.0013713080168776925 +/- 0.0010601134621435525,-0.009739803094233524 +/- 0.002014065188694763,-0.00038677918424758764 +/- 0.0012022026017776992,0.0 +/- 0.0,-0.024331926863572474 +/- 0.003921125698860951,-0.020956399437412166 +/- 0.002580019174099034,-0.017580872011251802 +/- 0.0018202783552102439,-0.020077355836849574 +/- 0.0020042194092827186,-0.01293952180028135 +/- 0.0018324633221934378,-0.01543600562587909 +/- 0.0016822607192553804,-0.02327707454289738 +/- 0.0016250661052448986,-0.002953586497890348 +/- 0.0025848067439506422,-0.005520393811533098 +/- 0.0027777777777777696,0.01923347398030937 +/- 0.0031764505361657823,0.024824191279887442 +/- 0.0032917101936620254,0.0022855133614626765 +/- 0.0015900730034592158
