,bvp_peaks,bvp_kurtosis,bvp_max,bvp_perm_entropy,bvp_skewness,bvp_ptp,bvp_mean,bvp_min,bvp_sum,bvp_entropy,bvp_iqr,bvp_lineintegral,bvp_rms,bvp_n_sign_changes,bvp_energy,bvp_iqr_5_95,bvp_std,bvp_pct_95,bvp_pct_5,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy
0,0.012354838709677397 +/- 0.0029069868112015012,-0.009096774193548407 +/- 0.002099501947777149,0.009516129032258024 +/- 0.002508051550635507,-0.00406451612903228 +/- 0.0024533101086234143,0.011709677419354825 +/- 0.002473796073553263,0.0029999999999999584 +/- 0.002427084426577629,0.0005806451612902941 +/- 0.0008135174330915285,0.01806451612903224 +/- 0.0014060964334002145,0.0003548387096773853 +/- 0.0008828343344131637,0.0 +/- 0.0,-0.004580645161290342 +/- 0.003176395774217079,0.001612903225806428 +/- 0.002090561515615449,0.008999999999999963 +/- 0.0017753661813957476,-0.03232258064516132 +/- 0.0026039272349174807,-0.003193548387096801 +/- 0.0017338522129518182,0.005870967741935451 +/- 0.002421719274725609,-0.008516129032258101 +/- 0.0014001635105942616,0.00025806451612900847 +/- 0.002186896936345588,-0.012516129032258117 +/- 0.0011702165901430488,0.0499032258064516 +/- 0.006414489970503154,0.031451612903225776 +/- 0.004804719324118603,0.027548387096774162 +/- 0.004486539006635791
