,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_lineintegral,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_n_sign_changes,bvp_ptp,bvp_pct_5,bvp_kurtosis,bvp_max,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_perm_entropy,bvp_peaks,bvp_iqr,bvp_energy,bvp_svd_entropy
0,0.3062683643486777 +/- 0.007423967683126935,0.09134835128958538 +/- 0.007435946286425967,0.11704211557296769 +/- 0.007708253043950146,0.053738165197518784 +/- 0.005085506360723675,0.014038524322559587 +/- 0.0032940250096322446,0.024681684622918698 +/- 0.0041378986660802735,0.0138099902056807 +/- 0.0038768407298507336,0.0138099902056807 +/- 0.0038768407298507336,0.0571988246816846 +/- 0.003103423999560222,0.017466536075742722 +/- 0.0033302285942866353,0.0036565458700620335 +/- 0.0023623966719066884,0.00444009141364673 +/- 0.001659584071451383,0.008390466862553014 +/- 0.002412620932006829,0.02174338883447602 +/- 0.003722986690211808,0.0002938295788442513 +/- 0.0006917930166639785,0.0002938295788442513 +/- 0.0006917930166639785,0.0 +/- 0.0,-0.014169115246490394 +/- 0.00223440269438702,0.00486451191642181 +/- 0.002534986466575799,-0.008945478289258901 +/- 0.003192807882049669,-0.007313091740124067 +/- 0.003333267781416976,0.0067580803134182025 +/- 0.004598696853085449
