,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,bvp_min,bvp_max,bvp_kurtosis,bvp_std,bvp_mean,bvp_sum,bvp_pct_95,bvp_rms,bvp_entropy,bvp_ptp,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_energy,bvp_perm_entropy,bvp_iqr
0,0.044008336227856895 +/- 0.007118494444420001,0.03699201111497048 +/- 0.002377459528815231,0.025008683570684254 +/- 0.005228634544684616,0.024522403612365407 +/- 0.004534653399199031,0.024209795067731854 +/- 0.0026862426260486653,0.013893713094824577 +/- 0.004318799872836288,0.004480722473080933 +/- 0.0011249833095312112,0.0025356026398055008 +/- 0.0003126085446335623,0.0015977770059048212 +/- 0.0013107302719078272,0.0002084056964223535 +/- 0.001442204896979959,3.473428273705892e-05 +/- 0.00010420284821117675,0.0 +/- 0.0,-0.00038207711010769253 +/- 0.0020040808248352245,-0.0022229940951719374 +/- 0.0013911069395276517,-0.004202848211184463 +/- 0.004283597585196228,-0.007988885029524162 +/- 0.0035794853846441814,-0.010072941993747841 +/- 0.004914624843577356,-0.01597777005904829 +/- 0.0016439263030495594,-0.016915595692948947 +/- 0.0025668141419718216,-0.02441820076415422 +/- 0.002101639389705569,-0.025321292115317827 +/- 0.004761131409033259,-0.02771795762417506 +/- 0.0052281730384791565
