,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_lineintegral,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_n_sign_changes,bvp_ptp,bvp_pct_5,bvp_kurtosis,bvp_max,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_perm_entropy,bvp_peaks,bvp_iqr,bvp_energy,bvp_svd_entropy
0,0.31993548387096776 +/- 0.005260735517908691,0.2217741935483871 +/- 0.0049371702790367514,0.13038709677419352 +/- 0.005360665310410571,0.06532258064516128 +/- 0.006235493049406667,0.015580645161290341 +/- 0.002760091690404161,0.04312903225806449 +/- 0.005909568248040801,0.033354838709677405 +/- 0.005088601041731877,0.033354838709677405 +/- 0.005088601041731877,0.019580645161290322 +/- 0.0038952197284068853,0.025838709677419337 +/- 0.005244193062244147,0.014903225806451625 +/- 0.0025798385836299587,0.005870967741935485 +/- 0.0017178744458960287,0.009516129032258059 +/- 0.0032362733414343474,0.020129032258064516 +/- 0.0018485869395992575,0.0001935483870967758 +/- 0.0010422899626712065,0.0001935483870967758 +/- 0.0010422899626712065,0.0 +/- 0.0,0.00929032258064515 +/- 0.0021436448678498424,0.03880645161290321 +/- 0.002935483870967741,0.005032258064516126 +/- 0.0026135005291005246,0.05587096774193547 +/- 0.003918525068144568,0.03593548387096775 +/- 0.003471902979889988
