,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_lineintegral,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_n_sign_changes,bvp_ptp,bvp_pct_5,bvp_kurtosis,bvp_max,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_perm_entropy,bvp_peaks,bvp_iqr,bvp_energy,bvp_svd_entropy
0,0.19668652271034995 +/- 0.010405857843572388,0.23436336559940427 +/- 0.01039679617559217,0.0070364854802680175 +/- 0.00677843143575721,-0.04549516008935224 +/- 0.005544157995230473,-0.01653015636634404 +/- 0.005661421267392501,-0.04992553983618767 +/- 0.002971184468016204,-0.016753536857781137 +/- 0.003468597080819694,-0.016753536857781137 +/- 0.003468597080819694,-0.0012285927029039745 +/- 0.003342631120666809,-0.046053611317944956 +/- 0.004222127663016189,0.01299329858525684 +/- 0.003323501698655509,0.0017125837676842171 +/- 0.0005317519306435602,-0.0372673119880864 +/- 0.004672189866772345,0.01295606850335066 +/- 0.002104734776634784,0.0005956813104988412 +/- 0.002054075089223189,0.0005956813104988412 +/- 0.002054075089223189,0.0 +/- 0.0,0.02267311988086369 +/- 0.0015026385756225465,-0.0032390171258377177 +/- 0.0029364600203590336,0.07669396872673118 +/- 0.005262495453189753,0.03533134772896497 +/- 0.0053082577146746825,-0.012434847356664225 +/- 0.002235045572569431
