,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_lineintegral,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_n_sign_changes,bvp_ptp,bvp_pct_5,bvp_kurtosis,bvp_max,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_perm_entropy,bvp_peaks,bvp_iqr,bvp_energy,bvp_svd_entropy
0,0.2523792983674887 +/- 0.008086749743437066,0.07752691906912118 +/- 0.007611168280543146,0.06811392844737754 +/- 0.004722968470666056,0.029836748871135778 +/- 0.0023580971271266083,0.02837790899617919 +/- 0.003609859659430688,0.023376172282042352 +/- 0.003130135156208629,0.023133032302882894 +/- 0.00660353435960605,0.023133032302882894 +/- 0.00660353435960605,0.016290378603681776 +/- 0.003397751496410972,0.015144147273358744 +/- 0.001978330095991408,0.008440430705105917 +/- 0.0017231145195988184,0.003577631121917291 +/- 0.0016516142310481123,0.0025008683570684085 +/- 0.0010280408882909812,0.0024661340743313163 +/- 0.002772004682560431,0.0018756512678012815 +/- 0.0009084193699633247,0.0018409169850642116 +/- 0.0008655738655350471,0.0 +/- 0.0,-0.00444598819034393 +/- 0.003268715625152783,-0.005800625217089328 +/- 0.003789222109849058,-0.013060090309135176 +/- 0.003566654436399702,-0.015491490100729454 +/- 0.0033286970616772348,-0.030045154567558206 +/- 0.004257607041379396
