,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,bvp_min,bvp_max,bvp_kurtosis,bvp_std,bvp_mean,bvp_sum,bvp_pct_95,bvp_rms,bvp_entropy,bvp_ptp,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_energy,bvp_perm_entropy,bvp_iqr
0,0.04335618674502125 +/- 0.0055765535678213895,0.018315377081292883 +/- 0.002201967839231785,-0.013809990205680679 +/- 0.004528629830708947,-0.0007508978126020138 +/- 0.003162114350836513,-0.029611492001305896 +/- 0.0036531921096605944,0.0015670910871694588 +/- 0.0018571939475452558,0.00022853411687890902 +/- 0.0015176806136688752,-0.0008161932745673784 +/- 0.0016663140914364811,-6.529546196536451e-05 +/- 0.00045706823375774193,-0.001110022853411674 +/- 0.0013866640928237378,-0.0017629774730655856 +/- 0.0018422116852322425,0.0 +/- 0.0,-0.006333659810643133 +/- 0.004122414395733502,0.009957557949722539 +/- 0.0018425009545573077,-0.037806072477962735 +/- 0.002738520009861017,-0.013907933398628758 +/- 0.003920991131832185,0.01857655892915445 +/- 0.004305170016273572,-0.035096310806398925 +/- 0.0017956252040483072,-0.00026118184786153573 +/- 0.0018456799249236047,-0.0019915115899444722 +/- 0.001349658936245136,-0.00013059092393075122 +/- 0.00477193245591732,0.04812275546849497 +/- 0.004582792594284457
