,accy_perm_entropy,accz_min,accx_perm_entropy,accx_max,accx_sum,accx_n_sign_changes,accy_pct_95,accz_sum,accz_energy,accx_lineintegral,accz_perm_entropy,accy_mean,accx_skewness,accy_entropy,accy_kurtosis,accy_n_above_mean,accx_kurtosis,accz_n_below_mean,accz_iqr_5_95,accz_pct_5,accx_std,accx_pct_95,accx_iqr,accz_lineintegral,accy_skewness,accz_pct_95,accy_rms,accz_kurtosis,accz_ptp,accy_n_sign_changes,accy_iqr,accx_n_below_mean,accz_peaks,accz_std,accx_ptp,accz_mean,accz_iqr,accz_entropy,accx_entropy,accz_skewness,accy_ptp,accx_n_above_mean,accy_min,accz_n_sign_changes,accz_n_above_mean,accx_peaks,accx_mean,accz_max,accy_peaks,accy_max,accy_lineintegral,accy_n_below_mean,accx_energy,accz_svd_entropy,accy_svd_entropy,accy_std,accx_min,accz_rms,accx_rms,accy_iqr_5_95,accx_svd_entropy,accx_iqr_5_95,accy_energy,accy_sum,accx_pct_5,accy_pct_5
0,0.00409863378873705 +/- 0.0009663445518160785,0.04691769410196599 +/- 0.0042746065207129955,0.030789736754415174 +/- 0.0019384258010328645,0.0054315228257247215 +/- 0.0015774475679499538,0.0020326557814061897 +/- 0.001956953930026788,-0.00399866711096305 +/- 0.001429364251218059,0.07697434188603798 +/- 0.006084386615823378,-0.03758747084305233 +/- 0.0013395369038481715,0.0 +/- 0.0,0.0415861379540153 +/- 0.0019014118783988294,-0.02169276907697436 +/- 0.003340376561414927,0.006997667444185252 +/- 0.003251265822765859,0.005631456181272898 +/- 0.0004331889370210007,-0.0004998333888703854 +/- 0.0005424465376907697,0.000466511162945682 +/- 0.000921044649189285,0.0001666111296234618 +/- 0.00042803174204149807,-0.0032655781406198403 +/- 0.0009749242811281411,0.0009663445518160785 +/- 0.0003143612506516752,0.005298233922025974 +/- 0.002172087769107935,0.007497500833055615 +/- 0.0016744211298101916,0.0003998667110963083 +/- 0.0003264898024369505,0.006897700766411152 +/- 0.0021853385447610178,0.022525824725091615 +/- 0.0025078157577109856,0.0 +/- 0.0,0.0032989003665444437 +/- 0.000935992796080509,0.0 +/- 0.0,0.0 +/- 0.0,9.996667777407708e-05 +/- 0.0010002219939889304,0.0033322225924691585 +/- 0.002154379190302513,0.0045318227257580505 +/- 0.0008456232949316725,0.0017660779740086396 +/- 0.0009070748143162772,-0.0005998000666444625 +/- 0.00013328890369876945,0.0008663778740419681 +/- 0.0015643711555222062,0.0 +/- 0.0,0.0 +/- 0.0,3.332222592469236e-05 +/- 9.996667777407708e-05,0.0 +/- 0.0,0.0 +/- 0.0,0.0004331889370210007 +/- 0.000558582293043669,-0.0067644118627124385 +/- 0.0006331222925691548,0.0004331889370210007 +/- 0.0003348842259620483,-0.000366544485171616 +/- 0.0002767951970315969,0.0035654781739419715 +/- 0.0011255811898736978,-0.010596467844052016 +/- 0.0016378814698359712,-0.002099300233255619 +/- 0.00029990003332223123,0.000466511162945682 +/- 0.0010129079742466226,0.01582805731422855 +/- 0.0012401062356500064,-0.02469176941019663 +/- 0.0024866955290643957,0.00019993335554813196 +/- 0.001620159384357645,-0.0013662112629123757 +/- 0.0020348396722122135,0.008563812062645759 +/- 0.002313676152861038,0.0 +/- 0.0,-0.0032655781406198516 +/- 0.00044206928228663223,0.004065311562812357 +/- 0.0011131818119620369,0.005198267244251886 +/- 0.0016338088200108414,0.0006664445184938472 +/- 0.0005373047483038116,0.005498167277574106 +/- 0.0016611054422678358,0.021126291236254546 +/- 0.0032210719023244346,-0.0019993335554815417 +/- 0.0005960860986337432,0.044418527157614095 +/- 0.001867531658674049,0.003932022659113599 +/- 0.0029080205570505054,-0.0011662779073642326 +/- 0.000581947657333332,0.0 +/- 0.0,-0.020826391202932372 +/- 0.0024040548464415593,0.011829390203265566 +/- 0.004223518195457045,0.017060979673442157 +/- 0.001637881469836018
