,accx_mean,accz_energy,accy_perm_entropy,accx_n_below_mean,accz_perm_entropy,accx_sum,accy_energy,accx_pct_5,accx_lineintegral,accy_peaks,accz_min,accx_n_above_mean,accx_svd_entropy,accy_pct_95,accz_peaks,accx_energy,accz_rms,accz_mean,accz_sum,accz_n_sign_changes,accz_ptp,accx_pct_95,accz_iqr_5_95,accz_std,accx_peaks,accz_max,accy_min,accz_iqr,accy_rms,accy_pct_5,accx_max,accz_n_above_mean,accy_iqr,accx_n_sign_changes,accy_entropy,accz_entropy,accy_ptp,accy_n_above_mean,accz_skewness,accy_kurtosis,accy_max,accz_pct_95,accx_kurtosis,accz_lineintegral,accy_svd_entropy,accx_ptp,accy_mean,accy_sum,accz_n_below_mean,accx_std,accx_perm_entropy,accx_min,accy_std,accy_n_sign_changes,accx_entropy,accx_rms,accx_iqr,accz_pct_5,accy_lineintegral,accy_iqr_5_95,accy_n_below_mean,accz_kurtosis,accy_skewness,accx_iqr_5_95,accx_skewness,accz_svd_entropy
0,0.3620501285347044 +/- 0.008091116709065862,0.4270886889460154 +/- 0.0073338736182771425,0.22079048843187668 +/- 0.005758028388887476,0.05665167095115683 +/- 0.0021365874305757497,0.17316838046272495 +/- 0.007071526324586089,0.19842544987146532 +/- 0.004492398246601315,0.12634961439588693 +/- 0.003940275335724759,0.0033740359897172613 +/- 0.0020080333933120797,0.07506426735218512 +/- 0.0028784313208944294,0.03820694087403602 +/- 0.004395271420706343,0.0275706940874036 +/- 0.002837241652267879,0.06577763496143962 +/- 0.004155196200049705,-0.003695372750642645 +/- 0.0012953498952921973,0.05478791773778924 +/- 0.004202637689162397,0.015199228791773812 +/- 0.001676195547010925,0.2534704370179949 +/- 0.004785221200253518,0.13753213367609257 +/- 0.006866388391054813,0.0032776349614396126 +/- 0.002533470866892905,0.0032776349614396126 +/- 0.002533470866892905,0.006491002570694138 +/- 0.0016245790051111397,0.028213367609254535 +/- 0.0028769960521336044,-0.004498714652956271 +/- 0.0011038280229638722,-0.0013174807197942951 +/- 0.0007105830458706925,0.006491002570694115 +/- 0.0015262650497477994,-3.213367609251616e-05 +/- 0.0006172677606779634,0.0023457583547558 +/- 0.0007474102409776865,0.002442159383033449 +/- 0.0014456583392290542,0.0005462724935733076 +/- 0.0006593279090193778,0.0031169665809768765 +/- 0.001736705542014349,0.03881748071979437 +/- 0.002778401840773427,0.04366966580976868 +/- 0.002600446401823304,-0.00035347043701795534 +/- 0.00022493573264781137,-0.00044987146529558154 +/- 0.00032770048287869406,0.0004820051413882198 +/- 0.0006305082541885764,-0.0023457583547557446 +/- 0.0008628355772556185,-0.0005141388174806805 +/- 0.001701568418364239,0.0021208226221080097 +/- 0.0005602697870875033,0.001188946015424208 +/- 0.0004077306407599302,-0.00012853470437015346 +/- 0.0002570694087403486,0.00025706940874038465 +/- 0.00028013489354375616,0.0005141388174807693 +/- 0.0013419417106568686,0.006394601542416489 +/- 0.0017801592525018754,0.0004177377892031209 +/- 0.0005933864175006252,0.056233933161953784 +/- 0.0023830972002235225,0.005784061696658138 +/- 0.002037386566085777,0.004691516709511579 +/- 0.001372375096662118,6.426735218509894e-05 +/- 0.00012853470437019788,6.426735218509894e-05 +/- 0.00012853470437019788,-0.0020244215938302946 +/- 0.0006434763622911446,-0.0028920308483290193 +/- 0.0011406323489266544,0.005719794344473039 +/- 0.0013155198901323,0.0011568123393316475 +/- 0.0014948204819553842,-0.0006748071979433945 +/- 0.0008186207713918355,9.640102827768171e-05 +/- 0.0004555734858212686,-0.0025385604113110083 +/- 0.0012565048069419682,0.01034704370179953 +/- 0.0016309225630397846,0.0008354755784062307 +/- 0.0008646287947990702,0.0016709511568123725 +/- 0.0014711469334523716,0.00735861182519284 +/- 0.002019314568555901,0.00012853470437020897 +/- 0.0004358823896610154,0.0007390745501285823 +/- 0.0003815662624369341,0.002217223650385636 +/- 0.0005270314738707401,-0.0028598971722364696 +/- 0.0015902111865885116,0.00636246786632394 +/- 0.0017879727176405768,0.001188946015424208 +/- 0.0013017113817820642,0.044408740359897225 +/- 0.003884853794269238
