,accy_pct_95,accy_max,accx_max,accy_pct_5,accz_sum,accz_max,accz_mean,accy_iqr_5_95,accy_iqr,accy_n_below_mean,accx_svd_entropy,accx_peaks,accz_ptp,accx_iqr_5_95,accx_mean,accz_svd_entropy,accx_n_sign_changes,accz_energy,accy_lineintegral,accz_pct_5,accy_mean,accz_iqr_5_95,accx_perm_entropy,accz_kurtosis,accz_min,accx_lineintegral,accx_std,accx_energy,accz_perm_entropy,accz_rms,accy_sum,accz_peaks,accy_n_above_mean,accz_lineintegral,accx_ptp,accz_entropy,accz_std,accx_pct_95,accx_min,accy_skewness,accy_kurtosis,accx_sum,accy_peaks,accz_n_above_mean,accx_entropy,accx_iqr,accz_pct_95,accx_rms,accy_perm_entropy,accz_n_below_mean,accz_iqr,accx_skewness,accx_pct_5,accz_skewness,accy_entropy,accx_n_above_mean,accx_n_below_mean,accy_rms,accy_ptp,accy_energy,accy_svd_entropy,accx_kurtosis,accy_std,accz_n_sign_changes,accy_min,accy_n_sign_changes
0,0.005898033988670448 +/- 0.0021182559247334485,-0.002799066977674081 +/- 0.0028865588574085665,0.014895034988337264 +/- 0.0009777674609211242,0.002399200266577839 +/- 0.0018779077379014275,-0.008097300899700099 +/- 0.0012472487352357619,-0.0013662112629123425 +/- 0.001089489018611887,-0.009963345551482806 +/- 0.0016955087281850891,-0.0025991336221259263 +/- 0.0008916419966850545,-0.0019660113295567718 +/- 0.0016355069899110799,-0.0018660446517827056 +/- 0.0010129079742465942,-0.0013662112629123646 +/- 0.0011681804827029592,-0.007430856381206286 +/- 0.0008169044100054302,0.0007997334221926167 +/- 0.0009565278303503885,-0.0025324891702765305 +/- 0.0009330223258913496,-0.0005998000666444625 +/- 0.0008134992079796015,-0.004231922692435819 +/- 0.0009890584524929087,0.0006997667444185396 +/- 0.0008357171745407981,-0.007730756414528495 +/- 0.0010621377841058986,-0.0015994668443852001 +/- 0.0010725409489790616,-0.0014328557147617494 +/- 0.001341607606744232,-0.00883038987004332 +/- 0.002800851528048371,0.000733088970343232 +/- 0.0006108064904972904,-0.01029656781072973 +/- 0.0017723540349180045,-0.0006997667444185284 +/- 0.00098229943172167,0.005098300566477853 +/- 0.001483119832340409,-0.003998667110962972 +/- 0.0007598636621787125,-0.0014995001666111452 +/- 0.0006869552858409899,-0.004265244918360523 +/- 0.0010085135588418124,-0.011062979006997643 +/- 0.0023220594988582694,-0.005864711762745745 +/- 0.0008052679755811254,0.002199266911029685 +/- 0.0027807592195968106,-0.002632455848050619 +/- 0.0006572170251021405,-0.002565811396201256 +/- 0.0010647481045431514,-0.0035988003998666863 +/- 0.001503567367234717,0.0019993335554815417 +/- 0.0009064625464002456,0.00019993335554815416 +/- 0.0006697684519240965,-0.0010329890036654631 +/- 0.0006400990573908326,0.0010996334555148479 +/- 0.000538337035035115,-0.0003332222592469125 +/- 0.0016991068022635112,0.0008997000999666938 +/- 0.0008169044100054302,0.004398533822059325 +/- 0.0007857264993369666,-0.003832055981339522 +/- 0.001045808385636468,0.00046651116294569304 +/- 0.0011270599483697477,-0.004998333888703743 +/- 0.0006144314866573177,0.0018660446517827721 +/- 0.0004987214110995013,-0.0010663112295901445 +/- 0.0007569354676174922,-0.004865044985004974 +/- 0.00135928544181083,-0.0038320559813395105 +/- 0.001212947332435963,-0.006131289570143273 +/- 0.0015643711555222337,-0.0038320559813395105 +/- 0.0006007249709203688,-0.0022992335888037062 +/- 0.0009359927960804865,-0.0018993668777074091 +/- 0.0005781190127589584,-0.0062645784738420305 +/- 0.0023505754199997886,-0.0009663445518160674 +/- 0.0010046526778861296,-0.0002665778073975389 +/- 0.00019993335554815416,-0.002165944685104926 +/- 0.0005625439192313546,0.00046651116294569304 +/- 0.0003998667110963083,-0.0013662112629123536 +/- 0.0012508046903780862,-0.004831722759080281 +/- 0.0007338459028838931,0.0013662112629123867 +/- 0.0008997000999666938,-0.0003998667110963083 +/- 0.0006461419336776295,0.0001666111296234618 +/- 0.0010024397838381601,-0.002832389203598784 +/- 0.001194498389132592,-0.0070309896701099776 +/- 0.0007060853082445007,0.0028990336554482353 +/- 0.0005781190127590064,-0.0005331556147950778 +/- 0.00047593658304185117
