,hrv_sum,hrv_mean,hrv_max,hrv_ptp,hrv_min,hrv_n_below_mean,hrv_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_rms,hrv_std,hrv_entropy,hrv_peaks,hrv_skewness,hrv_kurtosis,hrv_pct_5,hrv_iqr_5_95,hrv_n_sign_changes,hrv_perm_entropy,hrv_svd_entropy,hrv_energy,hrv_pct_95
0,0.0893813206424747 +/- 0.005598313570707527,0.0893813206424747 +/- 0.005598313570707527,0.08970850684116596 +/- 0.007254414614676342,0.09836406900654372 +/- 0.007377580958521349,0.07427126710291494 +/- 0.008977674658687991,0.0542236763831053 +/- 0.0074563079203181365,0.05345032718619867 +/- 0.006108867797703798,0.03212373587150504 +/- 0.0034173483917537104,0.10014872099940511 +/- 0.005690478233822299,0.06618084473527662 +/- 0.0064102028732860045,-0.00764425936942299 +/- 0.0033940986448934094,0.0008328375966686341 +/- 0.0020208551756648405,-0.0165377751338489 +/- 0.004017559549054867,-0.0011005353955978459 +/- 0.0011751782430183602,-0.0006841165972635288 +/- 0.002189989308054706,0.06814396192742415 +/- 0.005800424037493816,-0.007317073170731714 +/- 0.0037628470198378164,0.0 +/- 0.0,-0.006960142772159439 +/- 0.002548992895375194,-0.0056216537775134025 +/- 0.0027340405148835118,0.030725758477096986 +/- 0.004939776446562511,0.03982748364069005 +/- 0.006776783668925876
