,hrv_max,hrv_rms,hrv_lineintegral,hrv_sum,hrv_kurtosis,hrv_perm_entropy,hrv_n_sign_changes,hrv_energy,hrv_peaks,hrv_n_below_mean,hrv_svd_entropy,hrv_skewness,hrv_iqr,hrv_ptp,hrv_n_above_mean,hrv_pct_5,hrv_entropy,hrv_mean,hrv_pct_95,hrv_std,hrv_iqr_5_95,hrv_min
0,0.00479431784551645 +/- 0.003029071697407287,-0.0021899970405445113 +/- 0.0017468309634061628,0.037614678899082585 +/- 0.0037116102417929253,-0.003995264871263682 +/- 0.002300964725353681,-0.0021604024859425697 +/- 0.003236648617974225,0.005622965374371125 +/- 0.002908709647897146,0.0 +/- 0.0,-0.004113643089671481 +/- 0.0019200001874292614,0.0015981059485055016 +/- 0.0009921902701533407,-0.0006510802012429484 +/- 0.001308869155815089,0.03725954424385915 +/- 0.0038823047699623196,-0.005563776265167186 +/- 0.001804054531415005,0.0006214856466410512 +/- 0.0021805785166959042,0.0019236460491269813 +/- 0.003426456458250923,-0.0026635099141757547 +/- 0.0011461921711179092,-0.013287955016276998 +/- 0.001915433101542981,-0.004794317845516427 +/- 0.001341909919947282,-5.9189109203872106e-05 +/- 0.002019381131604855,-0.007073098549866786 +/- 0.0016920736737405038,0.0015981059485054906 +/- 0.0015043817729670315,0.006214856466410212 +/- 0.0018481793425269082,-0.010624445102101199 +/- 0.0026051614236971632
