,hrv_max,hrv_rms,hrv_lineintegral,hrv_sum,hrv_kurtosis,hrv_perm_entropy,hrv_n_sign_changes,hrv_energy,hrv_peaks,hrv_n_below_mean,hrv_svd_entropy,hrv_skewness,hrv_iqr,hrv_ptp,hrv_n_above_mean,hrv_pct_5,hrv_entropy,hrv_mean,hrv_pct_95,hrv_std,hrv_iqr_5_95,hrv_min
0,0.00979869745411488 +/- 0.00255155852359579,-0.011278863232682046 +/- 0.0026226933755811727,0.03010657193605687 +/- 0.004136103382662532,-0.0014505624629958414 +/- 0.0022523824229280453,-0.0007992895204262717 +/- 0.002016722478419302,0.001124925991711101 +/- 0.0021665097055692025,0.0 +/- 0.0,-0.005269390171699207 +/- 0.002699588659604026,-0.004351687388987546 +/- 0.0011159311323250894,-0.00393724097098872 +/- 0.0015097690941385411,-0.02421551213735935 +/- 0.0030125646496645436,-0.0037004144464179655 +/- 0.0020088854443248705,0.010153937240971023 +/- 0.003291297637027952,-0.02072232089994076 +/- 0.004918072150928415,0.004055654233274153 +/- 0.0015611363970912116,-0.013972764949674355 +/- 0.0031768095737824244,-0.008052101835405534 +/- 0.0013745632642088719,-2.960331557131379e-05 +/- 0.0015004530370010905,-0.013173475429248039 +/- 0.00244921596114542,-0.012137359384251001 +/- 0.0015552309693977022,-0.02238010657193603 +/- 0.002840067484952397,0.0004440497335701732 +/- 0.0019423475076760577
