,hrv_max,hrv_rms,hrv_lineintegral,hrv_sum,hrv_kurtosis,hrv_perm_entropy,hrv_n_sign_changes,hrv_energy,hrv_peaks,hrv_n_below_mean,hrv_svd_entropy,hrv_skewness,hrv_iqr,hrv_ptp,hrv_n_above_mean,hrv_pct_5,hrv_entropy,hrv_mean,hrv_pct_95,hrv_std,hrv_iqr_5_95,hrv_min
0,-0.03188918361332151 +/- 0.004924279951884634,0.0035956380783967014 +/- 0.0021203779249755416,0.035809018567639274 +/- 0.005822206385245632,0.009608016504568263 +/- 0.0017043126784321678,0.011788977306218718 +/- 0.0022753031612872255,-0.0012673150604184946 +/- 0.0018827793991965242,0.0 +/- 0.0,0.007869142351900981 +/- 0.001990426643666726,-0.0087238432066018 +/- 0.0015717408341848957,0.0012378426171529733 +/- 0.001558420756428219,0.06392572944297084 +/- 0.003251199248681224,0.010315355142941384 +/- 0.0033370303223620727,0.01724137931034485 +/- 0.0033063037546532544,0.007957559681697623 +/- 0.0020881803223009917,0.005629236663719428 +/- 0.001740871137709691,0.012791040377247298 +/- 0.0033453495133893684,0.015502505157677583 +/- 0.0017644125608129314,0.01134689065723551 +/- 0.001538506706293924,-0.017683465959328015 +/- 0.00272998200457634,0.019893899204244038 +/- 0.0020850581969730575,0.012849985263778396 +/- 0.002894307974580805,0.006542882404951378 +/- 0.002738876547123845
