,hrv_max,hrv_rms,hrv_lineintegral,hrv_sum,hrv_kurtosis,hrv_perm_entropy,hrv_n_sign_changes,hrv_energy,hrv_peaks,hrv_n_below_mean,hrv_svd_entropy,hrv_skewness,hrv_iqr,hrv_ptp,hrv_n_above_mean,hrv_pct_5,hrv_entropy,hrv_mean,hrv_pct_95,hrv_std,hrv_iqr_5_95,hrv_min
0,0.017370612730517532 +/- 0.0028003812720856116,0.0005353955978583902 +/- 0.0015671552495323496,0.03834027364663887 +/- 0.002769407043189618,0.004193932183224258 +/- 0.001721313063204077,0.002885187388459232 +/- 0.00159651837005588,0.008328375966686485 +/- 0.0028405321561721032,0.0 +/- 0.0,-0.0024390243902439046 +/- 0.0016920241110443743,-0.009994051160023809 +/- 0.0024606921927360415,-0.006305770374776931 +/- 0.0017024494968773598,0.008179654967281357 +/- 0.00516770698867319,-0.006305770374776931 +/- 0.0018802475466126237,0.0013682331945270465 +/- 0.0016248066964601544,0.004788816180844702 +/- 0.0031686997450145193,-0.003361094586555635 +/- 0.001064576452598058,0.006930398572278384 +/- 0.00209078664732779,-0.00017846519928614856 +/- 0.002277714422257776,-0.001844140392623439 +/- 0.0018082907975693983,0.008149910767400338 +/- 0.002890548628972357,0.0018738845925044489 +/- 0.001585396546250614,0.0071683521713266085 +/- 0.002286437244613634,0.0044318857822724265 +/- 0.002921752633078164
