,accy_energy,accz_energy,accx_mean,accx_sum,accx_energy,accz_rms,accx_std,accx_svd_entropy,accz_svd_entropy,accz_peaks,accx_rms,accy_pct_5,accy_sum,accy_mean,accx_max,accx_iqr,accx_peaks,accy_peaks,accx_pct_95,accx_iqr_5_95,accy_pct_95,accz_iqr_5_95,accz_pct_5,accz_min,accx_n_below_mean,accz_ptp,accy_rms,accz_iqr,accy_svd_entropy,accy_min,accy_max,accy_n_above_mean,accy_std,accz_n_above_mean,accy_kurtosis,accz_skewness,accy_n_below_mean,accy_skewness,accz_max,accx_skewness,accy_ptp,accy_perm_entropy,accz_kurtosis,accz_n_below_mean,accy_iqr_5_95,accx_kurtosis,accy_n_sign_changes,accx_n_sign_changes,accx_min,accx_pct_5,accx_n_above_mean,accy_entropy,accx_ptp,accx_perm_entropy,accz_pct_95,accx_entropy,accy_iqr,accz_lineintegral,accz_entropy,accy_lineintegral,accx_lineintegral,accz_perm_entropy,accz_n_sign_changes,accz_sum,accz_mean,accz_std
0,0.19965618860510803 +/- 0.004577276394992861,0.18816306483300585 +/- 0.005039828860446112,0.16193516699410604 +/- 0.004565666959571554,0.1295677799607072 +/- 0.007177648433057577,0.12200392927308443 +/- 0.005609544807571438,0.11502946954813353 +/- 0.003042016221454237,0.06989194499017676 +/- 0.0023251081293800763,0.042583497053045136 +/- 0.0023251081293800898,0.04111001964636537 +/- 0.003452467931392939,0.01989194499017679 +/- 0.0020517287400987866,0.01886051080550094 +/- 0.004443293861649766,0.014440078585461646 +/- 0.0017736218158416362,0.010363457760314321 +/- 0.0015755417418806864,0.010363457760314321 +/- 0.0015755417418806864,0.00977406679764239 +/- 0.0016503239308852072,0.008300589390962631 +/- 0.001869633232875674,0.00785854616895868 +/- 0.0010760757514836291,0.007612966601178739 +/- 0.003084932956275485,0.005206286836935137 +/- 0.001166438318962468,0.004567779960707253 +/- 0.001007774289228058,0.004322200392927267 +/- 0.0009267172035419195,0.0029469548133594704 +/- 0.0008507125773913896,0.002897838899803484 +/- 0.0011081055179448436,0.0020628683693516003 +/- 0.0006134575636933501,0.0018172888015716704 +/- 0.0012239622587796623,0.0015225933202356989 +/- 0.0006752321750917197,0.0012770137524557579 +/- 0.0008277160877383303,0.0010314341846757945 +/- 0.0006385068762278793,0.0007367387033398454 +/- 0.0007995491451915364,0.0005402750491158792 +/- 0.00034381139489194474,0.000343811394891913 +/- 0.000442043222003927,0.00024557956777991884 +/- 0.0007995491451915501,0.00024557956777991884 +/- 0.0008854497238369418,0.00019646365422392175 +/- 0.0010113585600183873,0.0 +/- 0.0,0.0 +/- 0.0,-3.3306690738754695e-17 +/- 0.0006212726247875195,-4.911591355600819e-05 +/- 0.00026449728915199335,-0.00014734774066801348 +/- 0.0003836075479325486,-0.00019646365422399948 +/- 0.0005469316662898172,-0.00024557956777998546 +/- 0.0002455795677799854,-0.0002455795677800077 +/- 0.0021882779381085927,-0.00029469548133598256 +/- 0.00039292730844797674,-0.00039292730844799897 +/- 0.0007218535587769833,-0.00044204322200397383 +/- 0.0006752321750917526,-0.0004911591355599599 +/- 0.00038045023047225104,-0.0004911591355599709 +/- 0.0003106363123937817,-0.000540275049115968 +/- 0.00034381139489197965,-0.0007367387033399453 +/- 0.0003294795644646139,-0.0009823182711199085 +/- 0.0006946039107922935,-0.0010314341846758945 +/- 0.0006385068762279144,-0.0019646365422397506 +/- 0.0009574454169753569,-0.0020137524557957364 +/- 0.0013078120781625133,-0.0020628683693517226 +/- 0.001350464350183448,-0.0022593320235756997 +/- 0.0004501547833944802,-0.002259332023575711 +/- 0.0009624714117026213,-0.002406679764243669 +/- 0.001086117111370117,-0.0027504911591356264 +/- 0.0005469316662897853,-0.0032416502946955193 +/- 0.0005893909626718967,-0.004862475442043257 +/- 0.0009933078789860965,-0.005746561886051116 +/- 0.0012040914216239057,-0.0067288801571709685 +/- 0.001798608391316372,-0.010412573673870384 +/- 0.0012386562095204866,-0.014243614931237759 +/- 0.0024061785292565645,-0.014243614931237759 +/- 0.0024061785292565645,-0.021709233791748585 +/- 0.0016554321754767046
